,Name,team,G,Points accumulated,FP_avg,mins_avg
2,Nikola Vucevic  ,Boban  Marjanovic ,3,80,26.666666666666668,31.29444444444444
3,Nikola Vucevic  ,Boban  Marjanovic ,4,116,29.0,31.125
4,Nikola Vucevic  ,Boban  Marjanovic ,5,135,27.0,31.15
5,Nikola Vucevic  ,Boban  Marjanovic ,6,142,23.666666666666668,30.04444444444444
6,Nikola Vucevic  ,Boban  Marjanovic ,7,188,26.857142857142858,30.947619047619046
7,Nikola Vucevic  ,Boban  Marjanovic ,8,206,25.75,31.070833333333333
8,Nikola Vucevic  ,Boban  Marjanovic ,9,229,25.444444444444443,31.125925925925927
9,Nikola Vucevic  ,Boban  Marjanovic ,10,273,27.3,31.53666666666667
10,Nikola Vucevic  ,Boban  Marjanovic ,11,308,28.0,31.893939393939398
11,Nikola Vucevic  ,Boban  Marjanovic ,12,336,28.0,32.12916666666667
12,Nikola Vucevic  ,Boban  Marjanovic ,13,359,27.615384615384617,31.76538461538462
13,Nikola Vucevic  ,Boban  Marjanovic ,14,366,26.142857142857142,31.144047619047623
0,Anthony Davis  ,Boban  Marjanovic ,1,21,21.0,35.6
1,Anthony Davis  ,Boban  Marjanovic ,2,47,23.5,33.766666666666666
2,Anthony Davis  ,Boban  Marjanovic ,3,86,28.666666666666668,34.59444444444444
3,Anthony Davis  ,Boban  Marjanovic ,4,128,32.0,35.05416666666667
4,Anthony Davis  ,Boban  Marjanovic ,5,164,32.8,35.40333333333333
5,Anthony Davis  ,Boban  Marjanovic ,6,204,34.0,35.702777777777776
6,Anthony Davis  ,Boban  Marjanovic ,7,230,32.857142857142854,35.580952380952375
7,Anthony Davis  ,Boban  Marjanovic ,8,261,32.625,35.227083333333326
8,Anthony Davis  ,Boban  Marjanovic ,9,289,32.111111111111114,34.557407407407396
9,Anthony Davis  ,Boban  Marjanovic ,10,312,31.2,34.63666666666666
10,Anthony Davis  ,Boban  Marjanovic ,11,349,31.727272727272727,34.595454545454544
11,Anthony Davis  ,Boban  Marjanovic ,12,400,33.333333333333336,34.515277777777776
0,Scottie Barnes  ,Boban  Marjanovic ,1,19,19.0,32.333333333333336
1,Scottie Barnes  ,Boban  Marjanovic ,2,40,20.0,34.108333333333334
2,Scottie Barnes  ,Boban  Marjanovic ,3,49,16.333333333333332,27.150000000000002
3,Scottie Barnes  ,Boban  Marjanovic ,4,82,20.5,28.52916666666667
4,Scottie Barnes  ,Boban  Marjanovic ,5,101,20.2,28.603333333333335
5,Scottie Barnes  ,Boban  Marjanovic ,6,133,22.166666666666668,29.400000000000002
6,Scottie Barnes  ,Boban  Marjanovic ,7,151,21.571428571428573,29.2
7,Scottie Barnes  ,Boban  Marjanovic ,8,187,23.375,30.31041666666667
8,Scottie Barnes  ,Boban  Marjanovic ,9,214,23.77777777777778,31.396296296296295
9,Scottie Barnes  ,Boban  Marjanovic ,10,221,22.1,31.298333333333336
10,Scottie Barnes  ,Boban  Marjanovic ,11,239,21.727272727272727,31.553030303030308
11,Scottie Barnes  ,Boban  Marjanovic ,12,253,21.083333333333332,31.309722222222224
12,Scottie Barnes  ,Boban  Marjanovic ,13,264,20.307692307692307,31.902564102564103
13,Scottie Barnes  ,Boban  Marjanovic ,14,275,19.642857142857142,32.06547619047619
0,Jrue Holiday  ,Boban  Marjanovic ,1,6,6.0,35.78333333333333
1,Jrue Holiday  ,Boban  Marjanovic ,2,42,21.0,33.96666666666667
2,Jrue Holiday  ,Boban  Marjanovic ,3,53,17.666666666666668,34.62222222222223
3,Jrue Holiday  ,Boban  Marjanovic ,4,71,17.75,33.954166666666666
4,Jrue Holiday  ,Boban  Marjanovic ,5,118,23.6,34.49666666666666
5,Jrue Holiday  ,Boban  Marjanovic ,6,158,26.333333333333332,34.96666666666666
6,Jrue Holiday  ,Boban  Marjanovic ,7,191,27.285714285714285,34.25238095238095
7,Jrue Holiday  ,Boban  Marjanovic ,8,228,28.5,34.172916666666666
8,Jrue Holiday  ,Boban  Marjanovic ,9,253,28.11111111111111,33.57962962962963
9,Jrue Holiday  ,Boban  Marjanovic ,10,271,27.1,33.10333333333333
0,Kyle Kuzma  ,Boban  Marjanovic ,1,32,32.0,34.5
1,Kyle Kuzma  ,Boban  Marjanovic ,2,60,30.0,34.2
2,Kyle Kuzma  ,Boban  Marjanovic ,3,73,24.333333333333332,35.27777777777778
3,Kyle Kuzma  ,Boban  Marjanovic ,4,94,23.5,33.30833333333334
4,Kyle Kuzma  ,Boban  Marjanovic ,5,113,22.6,34.10666666666667
5,Kyle Kuzma  ,Boban  Marjanovic ,6,123,20.5,33.16388888888889
6,Kyle Kuzma  ,Boban  Marjanovic ,7,140,20.0,33.09761904761905
7,Kyle Kuzma  ,Boban  Marjanovic ,8,164,20.5,32.87291666666667
8,Kyle Kuzma  ,Boban  Marjanovic ,9,183,20.333333333333332,31.855555555555554
9,Kyle Kuzma  ,Boban  Marjanovic ,10,204,20.4,32.10666666666667
10,Kyle Kuzma  ,Boban  Marjanovic ,11,220,20.0,32.0439393939394
11,Kyle Kuzma  ,Boban  Marjanovic ,12,268,22.333333333333332,32.80694444444445
12,Kyle Kuzma  ,Boban  Marjanovic ,13,290,22.307692307692307,32.83461538461539
13,Kyle Kuzma  ,Boban  Marjanovic ,14,300,21.428571428571427,32.94761904761905
0,Christian Wood  ,Boban  Marjanovic ,1,26,26.0,24.266666666666666
1,Christian Wood  ,Boban  Marjanovic ,2,63,31.5,24.683333333333334
2,Christian Wood  ,Boban  Marjanovic ,3,89,29.666666666666668,26.28333333333333
3,Christian Wood  ,Boban  Marjanovic ,4,103,25.75,25.80833333333333
4,Christian Wood  ,Boban  Marjanovic ,5,113,22.6,26.396666666666665
5,Christian Wood  ,Boban  Marjanovic ,6,122,20.333333333333332,25.913888888888888
6,Christian Wood  ,Boban  Marjanovic ,7,151,21.571428571428573,25.52142857142857
7,Christian Wood  ,Boban  Marjanovic ,8,169,21.125,25.174999999999997
8,Christian Wood  ,Boban  Marjanovic ,9,173,19.22222222222222,24.66296296296296
9,Christian Wood  ,Boban  Marjanovic ,10,194,19.4,24.709999999999997
10,Christian Wood  ,Boban  Marjanovic ,11,209,19.0,24.628787878787875
0,Chris Paul  ,Boban  Marjanovic ,1,12,12.0,30.28333333333333
1,Chris Paul  ,Boban  Marjanovic ,2,41,20.5,33.21666666666667
2,Chris Paul  ,Boban  Marjanovic ,3,60,20.0,33.01666666666667
3,Chris Paul  ,Boban  Marjanovic ,4,90,22.5,33.56666666666667
4,Chris Paul  ,Boban  Marjanovic ,5,102,20.4,32.980000000000004
5,Chris Paul  ,Boban  Marjanovic ,6,128,21.333333333333332,32.68888888888889
6,Chris Paul  ,Boban  Marjanovic ,7,162,23.142857142857142,32.857142857142854
7,Chris Paul  ,Boban  Marjanovic ,8,183,22.875,32.975
8,Chris Paul  ,Boban  Marjanovic ,9,204,22.666666666666668,32.01666666666667
9,Chris Paul  ,Boban  Marjanovic ,10,210,21.0,30.190000000000005
0,Devin Vassell  ,Boban  Marjanovic ,1,1,1.0,28.58333333333333
1,Devin Vassell  ,Boban  Marjanovic ,2,30,15.0,31.166666666666664
2,Devin Vassell  ,Boban  Marjanovic ,3,58,19.333333333333332,32.18333333333333
3,Devin Vassell  ,Boban  Marjanovic ,4,88,22.0,32.44583333333333
4,Devin Vassell  ,Boban  Marjanovic ,5,119,23.8,31.0
5,Devin Vassell  ,Boban  Marjanovic ,6,146,24.333333333333332,29.947222222222223
6,Devin Vassell  ,Boban  Marjanovic ,7,160,22.857142857142858,30.542857142857144
7,Devin Vassell  ,Boban  Marjanovic ,8,183,22.875,31.6125
8,Devin Vassell  ,Boban  Marjanovic ,9,204,22.666666666666668,31.577777777777776
9,Devin Vassell  ,Boban  Marjanovic ,10,207,20.7,30.92833333333333
10,Devin Vassell  ,Boban  Marjanovic ,11,226,20.545454545454547,31.316666666666663
0,Wendell Carter Jr.  ,Boban  Marjanovic ,1,27,27.0,32.65
1,Wendell Carter Jr.  ,Boban  Marjanovic ,2,39,19.5,32.8
2,Wendell Carter Jr.  ,Boban  Marjanovic ,3,66,22.0,33.51111111111111
3,Wendell Carter Jr.  ,Boban  Marjanovic ,4,96,24.0,33.53333333333333
4,Wendell Carter Jr.  ,Boban  Marjanovic ,5,109,21.8,33.38666666666667
5,Wendell Carter Jr.  ,Boban  Marjanovic ,6,126,21.0,32.08888888888889
6,Wendell Carter Jr.  ,Boban  Marjanovic ,7,146,20.857142857142858,32.15952380952381
7,Wendell Carter Jr.  ,Boban  Marjanovic ,8,193,24.125,32.56875
8,Wendell Carter Jr.  ,Boban  Marjanovic ,9,213,23.666666666666668,32.65185185185185
9,Wendell Carter Jr.  ,Boban  Marjanovic ,10,240,24.0,33.275
10,Wendell Carter Jr.  ,Boban  Marjanovic ,11,257,23.363636363636363,32.73939393939394
11,Wendell Carter Jr.  ,Boban  Marjanovic ,12,283,23.583333333333332,32.86666666666667
12,Wendell Carter Jr.  ,Boban  Marjanovic ,13,315,24.23076923076923,32.83076923076923
13,Wendell Carter Jr.  ,Boban  Marjanovic ,14,342,24.428571428571427,32.760714285714286
0,Mikal Bridges  ,Boban  Marjanovic ,1,23,23.0,41.083333333333336
1,Mikal Bridges  ,Boban  Marjanovic ,2,42,21.0,39.38333333333333
2,Mikal Bridges  ,Boban  Marjanovic ,3,52,17.333333333333332,38.416666666666664
3,Mikal Bridges  ,Boban  Marjanovic ,4,78,19.5,37.0375
4,Mikal Bridges  ,Boban  Marjanovic ,5,114,22.8,35.85666666666667
5,Mikal Bridges  ,Boban  Marjanovic ,6,134,22.333333333333332,35.34722222222222
6,Mikal Bridges  ,Boban  Marjanovic ,7,159,22.714285714285715,35.7547619047619
7,Mikal Bridges  ,Boban  Marjanovic ,8,176,22.0,36.0
8,Mikal Bridges  ,Boban  Marjanovic ,9,189,21.0,35.0
9,Mikal Bridges  ,Boban  Marjanovic ,10,206,20.6,35.85166666666667
10,Mikal Bridges  ,Boban  Marjanovic ,11,248,22.545454545454547,36.43939393939394
11,Mikal Bridges  ,Boban  Marjanovic ,12,257,21.416666666666668,36.538888888888884
12,Mikal Bridges  ,Boban  Marjanovic ,13,274,21.076923076923077,36.7576923076923
0,Jerami Grant  ,Boban  Marjanovic ,1,27,27.0,35.333333333333336
1,Jerami Grant  ,Boban  Marjanovic ,2,36,18.0,37.71666666666667
2,Jerami Grant  ,Boban  Marjanovic ,3,50,16.666666666666668,36.711111111111116
3,Jerami Grant  ,Boban  Marjanovic ,4,68,17.0,36.40833333333333
4,Jerami Grant  ,Boban  Marjanovic ,5,75,15.0,34.763333333333335
5,Jerami Grant  ,Boban  Marjanovic ,6,94,15.666666666666666,34.80277777777778
6,Jerami Grant  ,Boban  Marjanovic ,7,113,16.142857142857142,35.3
7,Jerami Grant  ,Boban  Marjanovic ,8,140,17.5,35.725
8,Jerami Grant  ,Boban  Marjanovic ,9,154,17.11111111111111,34.64259259259259
9,Jerami Grant  ,Boban  Marjanovic ,10,182,18.2,34.67666666666667
10,Jerami Grant  ,Boban  Marjanovic ,11,216,19.636363636363637,35.33484848484849
11,Jerami Grant  ,Boban  Marjanovic ,12,257,21.416666666666668,35.64027777777778
12,Jerami Grant  ,Boban  Marjanovic ,13,291,22.384615384615383,35.77051282051282
0,Spencer Dinwiddie  ,Boban  Marjanovic ,1,17,17.0,27.516666666666666
1,Spencer Dinwiddie  ,Boban  Marjanovic ,2,29,14.5,27.941666666666666
2,Spencer Dinwiddie  ,Boban  Marjanovic ,3,54,18.0,31.288888888888888
3,Spencer Dinwiddie  ,Boban  Marjanovic ,4,71,17.75,30.375
4,Spencer Dinwiddie  ,Boban  Marjanovic ,5,90,18.0,31.389999999999997
5,Spencer Dinwiddie  ,Boban  Marjanovic ,6,105,17.5,31.411111111111108
6,Spencer Dinwiddie  ,Boban  Marjanovic ,7,129,18.428571428571427,31.947619047619042
7,Spencer Dinwiddie  ,Boban  Marjanovic ,8,152,19.0,32.70208333333333
8,Spencer Dinwiddie  ,Boban  Marjanovic ,9,154,17.11111111111111,32.16666666666666
9,Spencer Dinwiddie  ,Boban  Marjanovic ,10,187,18.7,32.699999999999996
10,Spencer Dinwiddie  ,Boban  Marjanovic ,11,231,21.0,33.14090909090908
11,Spencer Dinwiddie  ,Boban  Marjanovic ,12,265,22.083333333333332,33.0875
12,Spencer Dinwiddie  ,Boban  Marjanovic ,13,282,21.692307692307693,33.694871794871794
0,Domantas Sabonis  ,Harrisburg Frank,1,13,13.0,33.11666666666667
1,Domantas Sabonis  ,Harrisburg Frank,2,38,19.0,33.88333333333333
2,Domantas Sabonis  ,Harrisburg Frank,3,75,25.0,30.03888888888889
3,Domantas Sabonis  ,Harrisburg Frank,4,105,26.25,30.245833333333337
4,Domantas Sabonis  ,Harrisburg Frank,5,131,26.2,28.743333333333332
5,Domantas Sabonis  ,Harrisburg Frank,6,153,25.5,29.15833333333333
6,Domantas Sabonis  ,Harrisburg Frank,7,191,27.285714285714285,30.307142857142853
7,Domantas Sabonis  ,Harrisburg Frank,8,227,28.375,31.24583333333333
8,Domantas Sabonis  ,Harrisburg Frank,9,258,28.666666666666668,31.464814814814808
9,Domantas Sabonis  ,Harrisburg Frank,10,288,28.8,31.833333333333325
10,Domantas Sabonis  ,Harrisburg Frank,11,323,29.363636363636363,31.8090909090909
11,Domantas Sabonis  ,Harrisburg Frank,12,374,31.166666666666668,32.008333333333326
12,Domantas Sabonis  ,Harrisburg Frank,13,404,31.076923076923077,31.669230769230765
0,Trae Young  ,Harrisburg Frank,1,29,29.0,37.9
1,Trae Young  ,Harrisburg Frank,2,57,28.5,37.63333333333333
2,Trae Young  ,Harrisburg Frank,3,83,27.666666666666668,36.17777777777778
3,Trae Young  ,Harrisburg Frank,4,115,28.75,36.56666666666666
4,Trae Young  ,Harrisburg Frank,5,163,32.6,35.276666666666664
5,Trae Young  ,Harrisburg Frank,6,202,33.666666666666664,35.46944444444444
6,Trae Young  ,Harrisburg Frank,7,212,30.285714285714285,35.03809523809524
7,Trae Young  ,Harrisburg Frank,8,228,28.5,34.141666666666666
8,Trae Young  ,Harrisburg Frank,9,260,28.88888888888889,35.053703703703704
9,Trae Young  ,Harrisburg Frank,10,279,27.9,35.123333333333335
10,Trae Young  ,Harrisburg Frank,11,298,27.09090909090909,34.93636363636364
11,Trae Young  ,Harrisburg Frank,12,325,27.083333333333332,35.170833333333334
12,Trae Young  ,Harrisburg Frank,13,347,26.692307692307693,35.062820512820515
0,Devin Booker  ,Harrisburg Frank,1,31,31.0,40.61666666666667
1,Devin Booker  ,Harrisburg Frank,2,61,30.5,42.266666666666666
2,Devin Booker  ,Harrisburg Frank,3,96,32.0,39.78333333333333
3,Devin Booker  ,Harrisburg Frank,4,130,32.5,38.666666666666664
4,Devin Booker  ,Harrisburg Frank,5,142,28.4,37.45333333333333
5,Devin Booker  ,Harrisburg Frank,6,170,28.333333333333332,37.11111111111111
6,Devin Booker  ,Harrisburg Frank,7,188,26.857142857142858,36.15714285714286
7,Devin Booker  ,Harrisburg Frank,8,210,26.25,36.43333333333333
8,Devin Booker  ,Harrisburg Frank,9,233,25.88888888888889,35.62592592592593
9,Devin Booker  ,Harrisburg Frank,10,258,25.8,36.40333333333333
10,Devin Booker  ,Harrisburg Frank,11,304,27.636363636363637,36.563636363636355
11,Devin Booker  ,Harrisburg Frank,12,323,26.916666666666668,36.388888888888886
12,Devin Booker  ,Harrisburg Frank,13,353,27.153846153846153,36.787179487179486
0,Deandre Ayton  ,Harrisburg Frank,1,31,31.0,30.416666666666668
1,Deandre Ayton  ,Harrisburg Frank,2,53,26.5,34.449999999999996
2,Deandre Ayton  ,Harrisburg Frank,3,67,22.333333333333332,32.55
3,Deandre Ayton  ,Harrisburg Frank,4,95,23.75,30.679166666666664
4,Deandre Ayton  ,Harrisburg Frank,5,100,20.0,26.083333333333332
5,Deandre Ayton  ,Harrisburg Frank,6,127,21.166666666666668,26.652777777777775
6,Deandre Ayton  ,Harrisburg Frank,7,138,19.714285714285715,25.11428571428571
7,Deandre Ayton  ,Harrisburg Frank,8,156,19.5,25.799999999999997
8,Deandre Ayton  ,Harrisburg Frank,9,164,18.22222222222222,26.596296296296295
9,Deandre Ayton  ,Harrisburg Frank,10,181,18.1,26.575
10,Deandre Ayton  ,Harrisburg Frank,11,212,19.272727272727273,27.283333333333335
0,Dejounte Murray  ,Harrisburg Frank,1,37,37.0,38.23333333333333
1,Dejounte Murray  ,Harrisburg Frank,2,66,33.0,38.925
2,Dejounte Murray  ,Harrisburg Frank,3,90,30.0,38.88333333333333
3,Dejounte Murray  ,Harrisburg Frank,4,109,27.25,38.99166666666667
4,Dejounte Murray  ,Harrisburg Frank,5,137,27.4,37.67
5,Dejounte Murray  ,Harrisburg Frank,6,163,27.166666666666668,37.10277777777778
6,Dejounte Murray  ,Harrisburg Frank,7,186,26.571428571428573,36.16190476190476
7,Dejounte Murray  ,Harrisburg Frank,8,230,28.75,36.40416666666667
8,Dejounte Murray  ,Harrisburg Frank,9,275,30.555555555555557,37.00185185185185
9,Dejounte Murray  ,Harrisburg Frank,10,314,31.4,36.50666666666667
10,Dejounte Murray  ,Harrisburg Frank,11,340,30.90909090909091,36.625757575757575
11,Dejounte Murray  ,Harrisburg Frank,12,353,29.416666666666668,36.46527777777778
12,Dejounte Murray  ,Harrisburg Frank,13,380,29.23076923076923,36.607692307692304
13,Dejounte Murray  ,Harrisburg Frank,14,403,28.785714285714285,36.56547619047619
0,Darius Garland  ,Harrisburg Frank,1,0,0.0,13.3
1,Darius Garland  ,Harrisburg Frank,2,46,23.0,27.825000000000003
2,Darius Garland  ,Harrisburg Frank,3,68,22.666666666666668,31.533333333333335
3,Darius Garland  ,Harrisburg Frank,4,92,23.0,33.09583333333333
4,Darius Garland  ,Harrisburg Frank,5,94,18.8,33.19
5,Darius Garland  ,Harrisburg Frank,6,109,18.166666666666668,33.63611111111111
6,Darius Garland  ,Harrisburg Frank,7,159,22.714285714285715,34.547619047619044
0,Fred VanVleet  ,Harrisburg Frank,1,23,23.0,38.68333333333333
1,Fred VanVleet  ,Harrisburg Frank,2,62,31.0,38.3
2,Fred VanVleet  ,Harrisburg Frank,3,77,25.666666666666668,38.47222222222222
3,Fred VanVleet  ,Harrisburg Frank,4,106,26.5,38.65833333333333
4,Fred VanVleet  ,Harrisburg Frank,5,133,26.6,38.693333333333335
5,Fred VanVleet  ,Harrisburg Frank,6,129,21.5,37.94722222222222
6,Fred VanVleet  ,Harrisburg Frank,7,171,24.428571428571427,38.14523809523809
7,Fred VanVleet  ,Harrisburg Frank,8,204,25.5,37.672916666666666
8,Fred VanVleet  ,Harrisburg Frank,9,240,26.666666666666668,37.388888888888886
9,Fred VanVleet  ,Harrisburg Frank,10,252,25.2,36.50833333333333
0,Lauri Markkanen  ,Harrisburg Frank,1,23,23.0,33.05
1,Lauri Markkanen  ,Harrisburg Frank,2,59,29.5,36.09166666666667
2,Lauri Markkanen  ,Harrisburg Frank,3,104,34.666666666666664,37.15
3,Lauri Markkanen  ,Harrisburg Frank,4,109,27.25,35.5875
4,Lauri Markkanen  ,Harrisburg Frank,5,137,27.4,35.269999999999996
5,Lauri Markkanen  ,Harrisburg Frank,6,163,27.166666666666668,33.71388888888889
6,Lauri Markkanen  ,Harrisburg Frank,7,190,27.142857142857142,34.31666666666667
7,Lauri Markkanen  ,Harrisburg Frank,8,241,30.125,33.97291666666666
8,Lauri Markkanen  ,Harrisburg Frank,9,255,28.333333333333332,33.92407407407407
9,Lauri Markkanen  ,Harrisburg Frank,10,300,30.0,33.80166666666666
10,Lauri Markkanen  ,Harrisburg Frank,11,327,29.727272727272727,33.76060606060606
11,Lauri Markkanen  ,Harrisburg Frank,12,350,29.166666666666668,33.25833333333333
12,Lauri Markkanen  ,Harrisburg Frank,13,385,29.615384615384617,33.11153846153846
13,Lauri Markkanen  ,Harrisburg Frank,14,404,28.857142857142858,32.976190476190474
14,Lauri Markkanen  ,Harrisburg Frank,15,422,28.133333333333333,33.05333333333333
15,Lauri Markkanen  ,Harrisburg Frank,16,440,27.5,32.83333333333333
0,John Collins  ,Harrisburg Frank,1,31,31.0,33.65
1,John Collins  ,Harrisburg Frank,2,72,36.0,34.94166666666666
2,John Collins  ,Harrisburg Frank,3,93,31.0,36.12222222222221
3,John Collins  ,Harrisburg Frank,4,124,31.0,36.06666666666666
4,John Collins  ,Harrisburg Frank,5,139,27.8,33.88666666666666
5,John Collins  ,Harrisburg Frank,6,144,24.0,33.474999999999994
6,John Collins  ,Harrisburg Frank,7,168,24.0,32.92380952380952
7,John Collins  ,Harrisburg Frank,8,194,24.25,32.67083333333333
8,John Collins  ,Harrisburg Frank,9,207,23.0,33.02592592592592
9,John Collins  ,Harrisburg Frank,10,219,21.9,32.074999999999996
10,John Collins  ,Harrisburg Frank,11,240,21.818181818181817,31.728787878787873
11,John Collins  ,Harrisburg Frank,12,248,20.666666666666668,31.22916666666666
12,John Collins  ,Harrisburg Frank,13,257,19.76923076923077,31.4025641025641
13,John Collins  ,Harrisburg Frank,14,275,19.642857142857142,31.549999999999994
0,Kyle Lowry  ,Harrisburg Frank,1,3,3.0,34.65
1,Kyle Lowry  ,Harrisburg Frank,2,26,13.0,34.016666666666666
2,Kyle Lowry  ,Harrisburg Frank,3,46,15.333333333333334,35.09444444444444
3,Kyle Lowry  ,Harrisburg Frank,4,52,13.0,35.34583333333333
4,Kyle Lowry  ,Harrisburg Frank,5,77,15.4,33.56666666666666
5,Kyle Lowry  ,Harrisburg Frank,6,99,16.5,33.49444444444444
6,Kyle Lowry  ,Harrisburg Frank,7,121,17.285714285714285,33.961904761904755
7,Kyle Lowry  ,Harrisburg Frank,8,144,18.0,34.287499999999994
8,Kyle Lowry  ,Harrisburg Frank,9,172,19.11111111111111,34.69259259259259
9,Kyle Lowry  ,Harrisburg Frank,10,186,18.6,34.97666666666667
10,Kyle Lowry  ,Harrisburg Frank,11,214,19.454545454545453,34.95757575757575
11,Kyle Lowry  ,Harrisburg Frank,12,229,19.083333333333332,35.28055555555555
12,Kyle Lowry  ,Harrisburg Frank,13,257,19.76923076923077,35.01410256410256
13,Kyle Lowry  ,Harrisburg Frank,14,269,19.214285714285715,35.28214285714285
0,Isaiah Stewart  ,Harrisburg Frank,1,21,21.0,26.3
1,Isaiah Stewart  ,Harrisburg Frank,2,33,16.5,28.316666666666663
2,Isaiah Stewart  ,Harrisburg Frank,3,55,18.333333333333332,28.727777777777774
3,Isaiah Stewart  ,Harrisburg Frank,4,79,19.75,28.35833333333333
4,Isaiah Stewart  ,Harrisburg Frank,5,91,18.2,28.10333333333333
5,Isaiah Stewart  ,Harrisburg Frank,6,113,18.833333333333332,28.319444444444443
6,Isaiah Stewart  ,Harrisburg Frank,7,152,21.714285714285715,28.978571428571428
7,Isaiah Stewart  ,Harrisburg Frank,8,174,21.75,29.04375
8,Isaiah Stewart  ,Harrisburg Frank,9,204,22.666666666666668,29.42777777777778
9,Isaiah Stewart  ,Harrisburg Frank,10,214,21.4,28.85166666666667
10,Isaiah Stewart  ,Harrisburg Frank,11,242,22.0,28.633333333333336
11,Isaiah Stewart  ,Harrisburg Frank,12,266,22.166666666666668,27.95416666666667
12,Isaiah Stewart  ,Harrisburg Frank,13,288,22.153846153846153,28.071794871794875
13,Isaiah Stewart  ,Harrisburg Frank,14,304,21.714285714285715,28.132142857142863
14,Isaiah Stewart  ,Harrisburg Frank,15,315,21.0,27.101111111111116
0,Kelly Oubre Jr.  ,Harrisburg Frank,1,17,17.0,22.633333333333333
1,Kelly Oubre Jr.  ,Harrisburg Frank,2,31,15.5,26.416666666666664
2,Kelly Oubre Jr.  ,Harrisburg Frank,3,62,20.666666666666668,28.444444444444443
3,Kelly Oubre Jr.  ,Harrisburg Frank,4,74,18.5,30.133333333333333
4,Kelly Oubre Jr.  ,Harrisburg Frank,5,78,15.6,28.476666666666667
5,Kelly Oubre Jr.  ,Harrisburg Frank,6,98,16.333333333333332,30.10833333333333
6,Kelly Oubre Jr.  ,Harrisburg Frank,7,116,16.571428571428573,29.380952380952376
7,Kelly Oubre Jr.  ,Harrisburg Frank,8,145,18.125,29.462499999999995
8,Kelly Oubre Jr.  ,Harrisburg Frank,9,158,17.555555555555557,28.922222222222217
9,Kelly Oubre Jr.  ,Harrisburg Frank,10,168,16.8,29.139999999999997
10,Kelly Oubre Jr.  ,Harrisburg Frank,11,177,16.09090909090909,29.101515151515148
11,Kelly Oubre Jr.  ,Harrisburg Frank,12,189,15.75,29.66666666666666
12,Kelly Oubre Jr.  ,Harrisburg Frank,13,225,17.307692307692307,30.36410256410256
13,Kelly Oubre Jr.  ,Harrisburg Frank,14,247,17.642857142857142,30.605952380952377
14,Kelly Oubre Jr.  ,Harrisburg Frank,15,258,17.2,30.819999999999997
0,Giannis Antetokounmpo  ,Bob Bill's Boys,1,41,41.0,36.083333333333336
1,Giannis Antetokounmpo  ,Bob Bill's Boys,2,94,47.0,31.858333333333334
2,Giannis Antetokounmpo  ,Bob Bill's Boys,3,146,48.666666666666664,33.861111111111114
3,Giannis Antetokounmpo  ,Bob Bill's Boys,4,190,47.5,35.125
4,Giannis Antetokounmpo  ,Bob Bill's Boys,5,231,46.2,34.623333333333335
5,Giannis Antetokounmpo  ,Bob Bill's Boys,6,256,42.666666666666664,34.141666666666666
6,Giannis Antetokounmpo  ,Bob Bill's Boys,7,300,42.857142857142854,33.48095238095238
7,Giannis Antetokounmpo  ,Bob Bill's Boys,8,344,43.0,33.49375
8,Giannis Antetokounmpo  ,Bob Bill's Boys,9,364,40.44444444444444,32.74814814814815
9,Giannis Antetokounmpo  ,Bob Bill's Boys,10,376,37.6,32.565000000000005
0,James Harden  ,Bob Bill's Boys,1,47,47.0,37.28333333333333
1,James Harden  ,Bob Bill's Boys,2,86,43.0,38.80833333333334
2,James Harden  ,Bob Bill's Boys,3,111,37.0,39.30555555555556
3,James Harden  ,Bob Bill's Boys,4,163,40.75,38.141666666666666
4,James Harden  ,Bob Bill's Boys,5,190,38.0,37.64333333333333
5,James Harden  ,Bob Bill's Boys,6,201,33.5,36.98888888888889
6,James Harden  ,Bob Bill's Boys,7,226,32.285714285714285,36.84761904761905
7,James Harden  ,Bob Bill's Boys,8,268,33.5,36.94375
8,James Harden  ,Bob Bill's Boys,9,302,33.55555555555556,36.73518518518519
0,Jonas Valanciunas  ,Bob Bill's Boys,1,29,29.0,26.616666666666667
1,Jonas Valanciunas  ,Bob Bill's Boys,2,83,41.5,28.03333333333333
2,Jonas Valanciunas  ,Bob Bill's Boys,3,92,30.666666666666668,26.83888888888889
3,Jonas Valanciunas  ,Bob Bill's Boys,4,110,27.5,25.704166666666666
4,Jonas Valanciunas  ,Bob Bill's Boys,5,146,29.2,26.82
5,Jonas Valanciunas  ,Bob Bill's Boys,6,164,27.333333333333332,26.33611111111111
6,Jonas Valanciunas  ,Bob Bill's Boys,7,175,25.0,25.676190476190474
7,Jonas Valanciunas  ,Bob Bill's Boys,8,185,23.125,24.897916666666664
8,Jonas Valanciunas  ,Bob Bill's Boys,9,213,23.666666666666668,24.98148148148148
9,Jonas Valanciunas  ,Bob Bill's Boys,10,234,23.4,24.665
10,Jonas Valanciunas  ,Bob Bill's Boys,11,269,24.454545454545453,25.116666666666664
11,Jonas Valanciunas  ,Bob Bill's Boys,12,283,23.583333333333332,24.659722222222218
12,Jonas Valanciunas  ,Bob Bill's Boys,13,291,22.384615384615383,24.321794871794868
13,Jonas Valanciunas  ,Bob Bill's Boys,14,291,20.785714285714285,23.56190476190476
0,Shai Gilgeous-Alexander  ,Bob Bill's Boys,1,37,37.0,36.78333333333333
1,Shai Gilgeous-Alexander  ,Bob Bill's Boys,2,59,29.5,35.358333333333334
