,Name,team,G,Points accumulated,FP_avg,mins_avg
5,Rudy Gobert  ,Giddey Up,6,174,29.0,33.34444444444444
6,Rudy Gobert  ,Giddey Up,7,188,26.857142857142858,32.49047619047619
7,Rudy Gobert  ,Giddey Up,8,206,25.75,32.443749999999994
8,Rudy Gobert  ,Giddey Up,9,224,24.88888888888889,32.22592592592592
9,Rudy Gobert  ,Giddey Up,10,262,26.2,31.99333333333333
10,Rudy Gobert  ,Giddey Up,11,281,25.545454545454547,32.26666666666666
11,Rudy Gobert  ,Giddey Up,12,307,25.583333333333332,32.352777777777774
0,Stephen Curry  ,Giddey Up,1,39,39.0,32.8
1,Stephen Curry  ,Giddey Up,2,72,36.0,34.358333333333334
2,Stephen Curry  ,Giddey Up,3,107,35.666666666666664,33.355555555555554
3,Stephen Curry  ,Giddey Up,4,135,33.75,32.49583333333333
4,Stephen Curry  ,Giddey Up,5,180,36.0,33.38666666666667
5,Stephen Curry  ,Giddey Up,6,223,37.166666666666664,34.30555555555556
6,Stephen Curry  ,Giddey Up,7,254,36.285714285714285,34.4
7,Stephen Curry  ,Giddey Up,8,311,38.875,34.4125
8,Stephen Curry  ,Giddey Up,9,356,39.55555555555556,34.84814814814815
9,Stephen Curry  ,Giddey Up,10,418,41.8,35.135000000000005
10,Stephen Curry  ,Giddey Up,11,462,42.0,35.03181818181818
11,Stephen Curry  ,Giddey Up,12,491,40.916666666666664,35.18333333333334
12,Stephen Curry  ,Giddey Up,13,514,39.53846153846154,34.555128205128206
0,Paul George  ,Giddey Up,1,24,24.0,36.18333333333333
1,Paul George  ,Giddey Up,2,63,31.5,37.38333333333333
2,Paul George  ,Giddey Up,3,85,28.333333333333332,36.144444444444446
3,Paul George  ,Giddey Up,4,94,23.5,34.854166666666664
4,Paul George  ,Giddey Up,5,99,19.8,33.43666666666667
5,Paul George  ,Giddey Up,6,149,24.833333333333332,34.19166666666667
6,Paul George  ,Giddey Up,7,174,24.857142857142858,34.57142857142857
7,Paul George  ,Giddey Up,8,208,26.0,34.93958333333333
8,Paul George  ,Giddey Up,9,243,27.0,35.28333333333333
9,Paul George  ,Giddey Up,10,270,27.0,35.72333333333333
10,Paul George  ,Giddey Up,11,301,27.363636363636363,35.772727272727266
11,Paul George  ,Giddey Up,12,310,25.833333333333332,35.63333333333333
12,Paul George  ,Giddey Up,13,335,25.76923076923077,35.12948717948718
13,Paul George  ,Giddey Up,14,358,25.571428571428573,35.582142857142856
0,Jaylen Brown  ,Giddey Up,1,33,33.0,38.56666666666667
1,Jaylen Brown  ,Giddey Up,2,65,32.5,36.29166666666667
2,Jaylen Brown  ,Giddey Up,3,78,26.0,36.69444444444445
3,Jaylen Brown  ,Giddey Up,4,94,23.5,36.36666666666667
4,Jaylen Brown  ,Giddey Up,5,121,24.2,37.65333333333333
5,Jaylen Brown  ,Giddey Up,6,153,25.5,36.37222222222222
6,Jaylen Brown  ,Giddey Up,7,180,25.714285714285715,37.547619047619044
7,Jaylen Brown  ,Giddey Up,8,191,23.875,37.08333333333333
8,Jaylen Brown  ,Giddey Up,9,225,25.0,37.109259259259254
9,Jaylen Brown  ,Giddey Up,10,239,23.9,37.224999999999994
10,Jaylen Brown  ,Giddey Up,11,273,24.818181818181817,36.56969696969696
11,Jaylen Brown  ,Giddey Up,12,310,25.833333333333332,36.42083333333333
12,Jaylen Brown  ,Giddey Up,13,333,25.615384615384617,36.77820512820512
0,Paolo Banchero  ,Giddey Up,1,30,30.0,35.333333333333336
1,Paolo Banchero  ,Giddey Up,2,57,28.5,34.483333333333334
2,Paolo Banchero  ,Giddey Up,3,74,24.666666666666668,34.06111111111111
3,Paolo Banchero  ,Giddey Up,4,93,23.25,33.94166666666667
4,Paolo Banchero  ,Giddey Up,5,126,25.2,34.55
5,Paolo Banchero  ,Giddey Up,6,161,26.833333333333332,33.32222222222222
6,Paolo Banchero  ,Giddey Up,7,168,24.0,33.18809523809524
7,Paolo Banchero  ,Giddey Up,8,183,22.875,33.71875
8,Paolo Banchero  ,Giddey Up,9,201,22.333333333333332,33.983333333333334
9,Paolo Banchero  ,Giddey Up,10,247,24.7,34.57000000000001
10,Paolo Banchero  ,Giddey Up,11,276,25.09090909090909,34.653030303030306
0,Josh Giddey  ,Giddey Up,1,26,26.0,33.85
1,Josh Giddey  ,Giddey Up,2,61,30.5,33.29166666666667
2,Josh Giddey  ,Giddey Up,3,68,22.666666666666668,29.42777777777778
3,Josh Giddey  ,Giddey Up,4,77,19.25,28.333333333333336
4,Josh Giddey  ,Giddey Up,5,91,18.2,29.04666666666667
5,Josh Giddey  ,Giddey Up,6,104,17.333333333333332,28.544444444444448
6,Josh Giddey  ,Giddey Up,7,110,15.714285714285714,28.019047619047623
7,Josh Giddey  ,Giddey Up,8,141,17.625,30.0375
8,Josh Giddey  ,Giddey Up,9,163,18.11111111111111,29.212962962962965
9,Josh Giddey  ,Giddey Up,10,219,21.9,29.96
10,Josh Giddey  ,Giddey Up,11,230,20.90909090909091,30.280303030303035
0,Terry Rozier  ,Giddey Up,1,28,28.0,29.716666666666665
1,Terry Rozier  ,Giddey Up,2,60,30.0,32.925
2,Terry Rozier  ,Giddey Up,3,82,27.333333333333332,34.06666666666666
3,Terry Rozier  ,Giddey Up,4,94,23.5,34.92916666666666
4,Terry Rozier  ,Giddey Up,5,111,22.2,34.883333333333326
5,Terry Rozier  ,Giddey Up,6,128,21.333333333333332,36.29999999999999
6,Terry Rozier  ,Giddey Up,7,151,21.571428571428573,35.98571428571428
7,Terry Rozier  ,Giddey Up,8,167,20.875,35.71458333333333
0,Ben Simmons  ,Giddey Up,1,8,8.0,23.166666666666668
1,Ben Simmons  ,Giddey Up,2,29,14.5,27.825000000000003
2,Ben Simmons  ,Giddey Up,3,38,12.666666666666666,27.922222222222228
3,Ben Simmons  ,Giddey Up,4,50,12.5,29.558333333333337
4,Ben Simmons  ,Giddey Up,5,68,13.6,31.06666666666667
5,Ben Simmons  ,Giddey Up,6,88,14.666666666666666,31.838888888888892
6,Ben Simmons  ,Giddey Up,7,92,13.142857142857142,29.56666666666667
7,Ben Simmons  ,Giddey Up,8,109,13.625,28.856250000000003
8,Ben Simmons  ,Giddey Up,9,118,13.11111111111111,27.25740740740741
9,Ben Simmons  ,Giddey Up,10,133,13.3,26.568333333333335
0,Franz Wagner  ,Giddey Up,1,16,16.0,34.11666666666667
1,Franz Wagner  ,Giddey Up,2,29,14.5,34.875
2,Franz Wagner  ,Giddey Up,3,48,16.0,34.75555555555555
3,Franz Wagner  ,Giddey Up,4,61,15.25,35.05833333333334
4,Franz Wagner  ,Giddey Up,5,79,15.8,34.986666666666665
5,Franz Wagner  ,Giddey Up,6,94,15.666666666666666,33.05277777777778
6,Franz Wagner  ,Giddey Up,7,99,14.142857142857142,33.345238095238095
7,Franz Wagner  ,Giddey Up,8,119,14.875,33.766666666666666
8,Franz Wagner  ,Giddey Up,9,134,14.88888888888889,34.08518518518518
9,Franz Wagner  ,Giddey Up,10,166,16.6,34.725
10,Franz Wagner  ,Giddey Up,11,199,18.09090909090909,34.550000000000004
11,Franz Wagner  ,Giddey Up,12,219,18.25,34.43055555555556
12,Franz Wagner  ,Giddey Up,13,234,18.0,34.14102564102564
13,Franz Wagner  ,Giddey Up,14,256,18.285714285714285,34.101190476190474
0,Ivica Zubac  ,Giddey Up,1,35,35.0,35.36666666666667
1,Ivica Zubac  ,Giddey Up,2,51,25.5,29.766666666666666
2,Ivica Zubac  ,Giddey Up,3,57,19.0,26.955555555555552
3,Ivica Zubac  ,Giddey Up,4,90,22.5,28.891666666666666
4,Ivica Zubac  ,Giddey Up,5,120,24.0,29.98333333333333
5,Ivica Zubac  ,Giddey Up,6,129,21.5,28.891666666666666
6,Ivica Zubac  ,Giddey Up,7,160,22.857142857142858,29.288095238095234
7,Ivica Zubac  ,Giddey Up,8,169,21.125,28.72083333333333
8,Ivica Zubac  ,Giddey Up,9,206,22.88888888888889,29.538888888888884
9,Ivica Zubac  ,Giddey Up,10,226,22.6,30.063333333333333
10,Ivica Zubac  ,Giddey Up,11,240,21.818181818181817,30.33333333333333
11,Ivica Zubac  ,Giddey Up,12,258,21.5,30.82361111111111
12,Ivica Zubac  ,Giddey Up,13,285,21.923076923076923,30.583333333333332
13,Ivica Zubac  ,Giddey Up,14,299,21.357142857142858,30.288095238095234
14,Ivica Zubac  ,Giddey Up,15,311,20.733333333333334,30.444444444444443
0,Bennedict Mathurin  ,Giddey Up,1,19,19.0,27.83333333333333
1,Bennedict Mathurin  ,Giddey Up,2,47,23.5,27.916666666666664
2,Bennedict Mathurin  ,Giddey Up,3,78,26.0,28.827777777777772
3,Bennedict Mathurin  ,Giddey Up,4,89,22.25,27.804166666666664
4,Bennedict Mathurin  ,Giddey Up,5,101,20.2,27.55
5,Bennedict Mathurin  ,Giddey Up,6,109,18.166666666666668,26.802777777777777
6,Bennedict Mathurin  ,Giddey Up,7,144,20.571428571428573,27.702380952380953
7,Bennedict Mathurin  ,Giddey Up,8,154,19.25,27.0125
8,Bennedict Mathurin  ,Giddey Up,9,173,19.22222222222222,28.08888888888889
9,Bennedict Mathurin  ,Giddey Up,10,179,17.9,28.293333333333333
10,Bennedict Mathurin  ,Giddey Up,11,205,18.636363636363637,27.966666666666665
11,Bennedict Mathurin  ,Giddey Up,12,225,18.75,28.13611111111111
0,Tre Jones  ,Giddey Up,1,20,20.0,24.366666666666667
1,Tre Jones  ,Giddey Up,2,39,19.5,29.7
2,Tre Jones  ,Giddey Up,3,52,17.333333333333332,29.944444444444443
3,Tre Jones  ,Giddey Up,4,71,17.75,29.891666666666666
4,Tre Jones  ,Giddey Up,5,86,17.2,30.476666666666667
5,Tre Jones  ,Giddey Up,6,101,16.833333333333332,30.855555555555554
6,Tre Jones  ,Giddey Up,7,108,15.428571428571429,30.947619047619046
7,Tre Jones  ,Giddey Up,8,124,15.5,29.787499999999998
8,Tre Jones  ,Giddey Up,9,146,16.22222222222222,30.14444444444444
9,Tre Jones  ,Giddey Up,10,152,15.2,29.546666666666663
10,Tre Jones  ,Giddey Up,11,181,16.454545454545453,29.89242424242424
11,Tre Jones  ,Giddey Up,12,203,16.916666666666668,30.4875
12,Tre Jones  ,Giddey Up,13,225,17.307692307692307,30.426923076923078
13,Tre Jones  ,Giddey Up,14,237,16.928571428571427,29.889285714285712
0,Ja Morant  ,FuxEm_Like ARabbott,1,30,30.0,37.88333333333333
1,Ja Morant  ,FuxEm_Like ARabbott,2,84,42.0,34.55833333333333
2,Ja Morant  ,FuxEm_Like ARabbott,3,101,33.666666666666664,32.87777777777777
3,Ja Morant  ,FuxEm_Like ARabbott,4,147,36.75,33.199999999999996
4,Ja Morant  ,FuxEm_Like ARabbott,5,168,33.6,32.86
5,Ja Morant  ,FuxEm_Like ARabbott,6,203,33.833333333333336,32.63055555555555
6,Ja Morant  ,FuxEm_Like ARabbott,7,220,31.428571428571427,32.55
7,Ja Morant  ,FuxEm_Like ARabbott,8,239,29.875,31.593749999999996
8,Ja Morant  ,FuxEm_Like ARabbott,9,255,28.333333333333332,31.77777777777778
9,Ja Morant  ,FuxEm_Like ARabbott,10,288,28.8,32.13166666666667
10,Ja Morant  ,FuxEm_Like ARabbott,11,318,28.90909090909091,32.806060606060605
11,Ja Morant  ,FuxEm_Like ARabbott,12,352,29.333333333333332,32.87777777777778
12,Ja Morant  ,FuxEm_Like ARabbott,13,385,29.615384615384617,33.12051282051282
0,Damian Lillard  ,FuxEm_Like ARabbott,1,18,18.0,36.75
1,Damian Lillard  ,FuxEm_Like ARabbott,2,58,29.0,39.68333333333334
2,Damian Lillard  ,FuxEm_Like ARabbott,3,95,31.666666666666668,37.85
3,Damian Lillard  ,FuxEm_Like ARabbott,4,137,34.25,37.05833333333334
4,Damian Lillard  ,FuxEm_Like ARabbott,5,157,31.4,34.943333333333335
5,Damian Lillard  ,FuxEm_Like ARabbott,6,175,29.166666666666668,34.875
6,Damian Lillard  ,FuxEm_Like ARabbott,7,202,28.857142857142858,35.0452380952381
7,Damian Lillard  ,FuxEm_Like ARabbott,8,241,30.125,35.375
8,Damian Lillard  ,FuxEm_Like ARabbott,9,267,29.666666666666668,35.83518518518518
0,Evan Mobley  ,FuxEm_Like ARabbott,1,16,16.0,35.583333333333336
1,Evan Mobley  ,FuxEm_Like ARabbott,2,33,16.5,30.175
2,Evan Mobley  ,FuxEm_Like ARabbott,3,48,16.0,32.31111111111111
3,Evan Mobley  ,FuxEm_Like ARabbott,4,65,16.25,32.84166666666667
4,Evan Mobley  ,FuxEm_Like ARabbott,5,97,19.4,34.67
5,Evan Mobley  ,FuxEm_Like ARabbott,6,116,19.333333333333332,34.6
6,Evan Mobley  ,FuxEm_Like ARabbott,7,135,19.285714285714285,34.22857142857143
7,Evan Mobley  ,FuxEm_Like ARabbott,8,153,19.125,33.725
8,Evan Mobley  ,FuxEm_Like ARabbott,9,164,18.22222222222222,33.361111111111114
9,Evan Mobley  ,FuxEm_Like ARabbott,10,190,19.0,33.39333333333333
10,Evan Mobley  ,FuxEm_Like ARabbott,11,207,18.818181818181817,33.60757575757576
11,Evan Mobley  ,FuxEm_Like ARabbott,12,240,20.0,34.03611111111111
12,Evan Mobley  ,FuxEm_Like ARabbott,13,252,19.384615384615383,33.8948717948718
0,Donovan Mitchell  ,FuxEm_Like ARabbott,1,33,33.0,34.53333333333333
1,Donovan Mitchell  ,FuxEm_Like ARabbott,2,73,36.5,34.525
2,Donovan Mitchell  ,FuxEm_Like ARabbott,3,104,34.666666666666664,37.87222222222223
3,Donovan Mitchell  ,FuxEm_Like ARabbott,4,117,29.25,37.704166666666666
4,Donovan Mitchell  ,FuxEm_Like ARabbott,5,154,30.8,39.30333333333333
5,Donovan Mitchell  ,FuxEm_Like ARabbott,6,209,34.833333333333336,38.947222222222216
6,Donovan Mitchell  ,FuxEm_Like ARabbott,7,234,33.42857142857143,39.65714285714285
7,Donovan Mitchell  ,FuxEm_Like ARabbott,8,266,33.25,39.34166666666666
8,Donovan Mitchell  ,FuxEm_Like ARabbott,9,298,33.111111111111114,39.25925925925926
9,Donovan Mitchell  ,FuxEm_Like ARabbott,10,337,33.7,39.23166666666667
10,Donovan Mitchell  ,FuxEm_Like ARabbott,11,383,34.81818181818182,39.053030303030305
0,Jakob Poeltl  ,FuxEm_Like ARabbott,1,16,16.0,26.98333333333333
1,Jakob Poeltl  ,FuxEm_Like ARabbott,2,40,20.0,27.791666666666664
2,Jakob Poeltl  ,FuxEm_Like ARabbott,3,69,23.0,27.538888888888888
3,Jakob Poeltl  ,FuxEm_Like ARabbott,4,100,25.0,28.279166666666665
4,Jakob Poeltl  ,FuxEm_Like ARabbott,5,124,24.8,28.443333333333335
5,Jakob Poeltl  ,FuxEm_Like ARabbott,6,164,27.333333333333332,28.733333333333334
6,Jakob Poeltl  ,FuxEm_Like ARabbott,7,188,26.857142857142858,29.414285714285715
7,Jakob Poeltl  ,FuxEm_Like ARabbott,8,195,24.375,28.320833333333333
8,Jakob Poeltl  ,FuxEm_Like ARabbott,9,206,22.88888888888889,28.10185185185185
9,Jakob Poeltl  ,FuxEm_Like ARabbott,10,223,22.3,28.15
10,Jakob Poeltl  ,FuxEm_Like ARabbott,11,242,22.0,28.481818181818184
11,Jakob Poeltl  ,FuxEm_Like ARabbott,12,273,22.75,29.169444444444448
12,Jakob Poeltl  ,FuxEm_Like ARabbott,13,302,23.23076923076923,29.216666666666672
13,Jakob Poeltl  ,FuxEm_Like ARabbott,14,313,22.357142857142858,28.58214285714286
14,Jakob Poeltl  ,FuxEm_Like ARabbott,15,360,24.0,28.78777777777778
0,Bradley Beal  ,FuxEm_Like ARabbott,1,26,26.0,37.516666666666666
1,Bradley Beal  ,FuxEm_Like ARabbott,2,47,23.5,37.08333333333333
2,Bradley Beal  ,FuxEm_Like ARabbott,3,72,24.0,38.583333333333336
3,Bradley Beal  ,FuxEm_Like ARabbott,4,89,22.25,34.391666666666666
4,Bradley Beal  ,FuxEm_Like ARabbott,5,128,25.6,34.95666666666666
5,Bradley Beal  ,FuxEm_Like ARabbott,6,140,23.333333333333332,35.358333333333334
6,Bradley Beal  ,FuxEm_Like ARabbott,7,159,22.714285714285715,35.714285714285715
7,Bradley Beal  ,FuxEm_Like ARabbott,8,188,23.5,35.8125
8,Bradley Beal  ,FuxEm_Like ARabbott,9,209,23.22222222222222,35.12222222222223
0,Collin Sexton  ,FuxEm_Like ARabbott,1,19,19.0,20.78333333333333
1,Collin Sexton  ,FuxEm_Like ARabbott,2,32,16.0,20.049999999999997
2,Collin Sexton  ,FuxEm_Like ARabbott,3,38,12.666666666666666,19.65
3,Collin Sexton  ,FuxEm_Like ARabbott,4,51,12.75,18.60833333333333
4,Collin Sexton  ,FuxEm_Like ARabbott,5,53,10.6,16.959999999999997
5,Collin Sexton  ,FuxEm_Like ARabbott,6,63,10.5,16.88333333333333
6,Collin Sexton  ,FuxEm_Like ARabbott,7,84,12.0,19.023809523809522
7,Collin Sexton  ,FuxEm_Like ARabbott,8,98,12.25,19.677083333333332
8,Collin Sexton  ,FuxEm_Like ARabbott,9,113,12.555555555555555,20.92037037037037
9,Collin Sexton  ,FuxEm_Like ARabbott,10,132,13.2,21.688333333333333
10,Collin Sexton  ,FuxEm_Like ARabbott,11,151,13.727272727272727,22.19242424242424
11,Collin Sexton  ,FuxEm_Like ARabbott,12,171,14.25,22.67222222222222
12,Collin Sexton  ,FuxEm_Like ARabbott,13,168,12.923076923076923,21.93974358974359
13,Collin Sexton  ,FuxEm_Like ARabbott,14,187,13.357142857142858,21.933333333333334
14,Collin Sexton  ,FuxEm_Like ARabbott,15,192,12.8,22.128888888888888
15,Collin Sexton  ,FuxEm_Like ARabbott,16,195,12.1875,21.833333333333332
0,De'Aaron Fox  ,FuxEm_Like ARabbott,1,36,36.0,35.15
1,De'Aaron Fox  ,FuxEm_Like ARabbott,2,72,36.0,33.791666666666664
2,De'Aaron Fox  ,FuxEm_Like ARabbott,3,108,36.0,34.644444444444446
3,De'Aaron Fox  ,FuxEm_Like ARabbott,4,136,34.0,34.8375
4,De'Aaron Fox  ,FuxEm_Like ARabbott,5,164,32.8,35.12
5,De'Aaron Fox  ,FuxEm_Like ARabbott,6,169,28.166666666666668,30.766666666666666
6,De'Aaron Fox  ,FuxEm_Like ARabbott,7,203,29.0,32.12619047619047
7,De'Aaron Fox  ,FuxEm_Like ARabbott,8,228,28.5,32.67916666666667
8,De'Aaron Fox  ,FuxEm_Like ARabbott,9,249,27.666666666666668,32.21666666666667
9,De'Aaron Fox  ,FuxEm_Like ARabbott,10,299,29.9,32.55
10,De'Aaron Fox  ,FuxEm_Like ARabbott,11,325,29.545454545454547,32.71363636363637
11,De'Aaron Fox  ,FuxEm_Like ARabbott,12,345,28.75,31.96666666666667
0,Michael Porter Jr.  ,FuxEm_Like ARabbott,1,16,16.0,35.36666666666667
1,Michael Porter Jr.  ,FuxEm_Like ARabbott,2,41,20.5,31.633333333333333
2,Michael Porter Jr.  ,FuxEm_Like ARabbott,3,67,22.333333333333332,30.305555555555554
3,Michael Porter Jr.  ,FuxEm_Like ARabbott,4,87,21.75,29.10833333333333
4,Michael Porter Jr.  ,FuxEm_Like ARabbott,5,123,24.6,29.296666666666663
5,Michael Porter Jr.  ,FuxEm_Like ARabbott,6,143,23.833333333333332,29.052777777777777
6,Michael Porter Jr.  ,FuxEm_Like ARabbott,7,158,22.571428571428573,28.988095238095237
7,Michael Porter Jr.  ,FuxEm_Like ARabbott,8,180,22.5,29.089583333333334
8,Michael Porter Jr.  ,FuxEm_Like ARabbott,9,210,23.333333333333332,29.22592592592592
9,Michael Porter Jr.  ,FuxEm_Like ARabbott,10,231,23.1,29.93166666666666
10,Michael Porter Jr.  ,FuxEm_Like ARabbott,11,236,21.454545454545453,29.49545454545454
11,Michael Porter Jr.  ,FuxEm_Like ARabbott,12,273,22.75,29.052777777777774
0,Tobias Harris  ,FuxEm_Like ARabbott,1,18,18.0,34.233333333333334
1,Tobias Harris  ,FuxEm_Like ARabbott,2,36,18.0,33.80833333333334
2,Tobias Harris  ,FuxEm_Like ARabbott,3,54,18.0,34.42777777777778
3,Tobias Harris  ,FuxEm_Like ARabbott,4,81,20.25,32.958333333333336
4,Tobias Harris  ,FuxEm_Like ARabbott,5,95,19.0,33.21666666666667
5,Tobias Harris  ,FuxEm_Like ARabbott,6,110,18.333333333333332,32.34722222222222
6,Tobias Harris  ,FuxEm_Like ARabbott,7,134,19.142857142857142,32.17857142857143
7,Tobias Harris  ,FuxEm_Like ARabbott,8,154,19.25,32.44166666666666
8,Tobias Harris  ,FuxEm_Like ARabbott,9,180,20.0,32.605555555555554
9,Tobias Harris  ,FuxEm_Like ARabbott,10,214,21.4,33.089999999999996
10,Tobias Harris  ,FuxEm_Like ARabbott,11,239,21.727272727272727,33.527272727272724
11,Tobias Harris  ,FuxEm_Like ARabbott,12,250,20.833333333333332,33.52777777777777
12,Tobias Harris  ,FuxEm_Like ARabbott,13,274,21.076923076923077,33.9128205128205
13,Tobias Harris  ,FuxEm_Like ARabbott,14,280,20.0,33.74404761904761
0,Buddy Hield  ,FuxEm_Like ARabbott,1,27,27.0,31.55
1,Buddy Hield  ,FuxEm_Like ARabbott,2,46,23.0,28.016666666666666
2,Buddy Hield  ,FuxEm_Like ARabbott,3,50,16.666666666666668,23.855555555555554
3,Buddy Hield  ,FuxEm_Like ARabbott,4,74,18.5,24.833333333333332
4,Buddy Hield  ,FuxEm_Like ARabbott,5,102,20.4,26.28333333333333
5,Buddy Hield  ,FuxEm_Like ARabbott,6,131,21.833333333333332,27.46388888888889
6,Buddy Hield  ,FuxEm_Like ARabbott,7,162,23.142857142857142,28.99047619047619
7,Buddy Hield  ,FuxEm_Like ARabbott,8,188,23.5,29.822916666666668
8,Buddy Hield  ,FuxEm_Like ARabbott,9,216,24.0,30.985185185185188
9,Buddy Hield  ,FuxEm_Like ARabbott,10,243,24.3,31.506666666666668
10,Buddy Hield  ,FuxEm_Like ARabbott,11,254,23.09090909090909,31.745454545454546
11,Buddy Hield  ,FuxEm_Like ARabbott,12,280,23.333333333333332,31.46388888888889
0,Bojan Bogdanovic  ,FuxEm_Like ARabbott,1,29,29.0,34.833333333333336
1,Bojan Bogdanovic  ,FuxEm_Like ARabbott,2,49,24.5,30.433333333333334
2,Bojan Bogdanovic  ,FuxEm_Like ARabbott,3,66,22.0,31.116666666666664
3,Bojan Bogdanovic  ,FuxEm_Like ARabbott,4,92,23.0,30.662499999999998
4,Bojan Bogdanovic  ,FuxEm_Like ARabbott,5,124,24.8,31.266666666666662
5,Bojan Bogdanovic  ,FuxEm_Like ARabbott,6,146,24.333333333333332,31.11944444444444
6,Bojan Bogdanovic  ,FuxEm_Like ARabbott,7,172,24.571428571428573,31.645238095238092
7,Bojan Bogdanovic  ,FuxEm_Like ARabbott,8,198,24.75,32.074999999999996
8,Bojan Bogdanovic  ,FuxEm_Like ARabbott,9,206,22.88888888888889,31.599999999999998
9,Bojan Bogdanovic  ,FuxEm_Like ARabbott,10,207,20.7,31.109999999999996
10,Bojan Bogdanovic  ,FuxEm_Like ARabbott,11,215,19.545454545454547,31.015151515151512
11,Bojan Bogdanovic  ,FuxEm_Like ARabbott,12,228,19.0,30.612499999999997
12,Bojan Bogdanovic  ,FuxEm_Like ARabbott,13,253,19.46153846153846,30.894871794871793
13,Bojan Bogdanovic  ,FuxEm_Like ARabbott,14,283,20.214285714285715,31.04404761904762
14,Bojan Bogdanovic  ,FuxEm_Like ARabbott,15,297,19.8,31.16888888888889
0,Brook Lopez  ,FuxEm_Like ARabbott,1,17,17.0,30.933333333333334
1,Brook Lopez  ,FuxEm_Like ARabbott,2,38,19.0,29.858333333333334
2,Brook Lopez  ,FuxEm_Like ARabbott,3,50,16.666666666666668,29.188888888888886
3,Brook Lopez  ,FuxEm_Like ARabbott,4,78,19.5,30.241666666666667
4,Brook Lopez  ,FuxEm_Like ARabbott,5,108,21.6,30.993333333333332
5,Brook Lopez  ,FuxEm_Like ARabbott,6,138,23.0,31.563888888888886
6,Brook Lopez  ,FuxEm_Like ARabbott,7,154,22.0,30.916666666666664
7,Brook Lopez  ,FuxEm_Like ARabbott,8,165,20.625,31.139583333333334
8,Brook Lopez  ,FuxEm_Like ARabbott,9,191,21.22222222222222,30.312962962962963
9,Brook Lopez  ,FuxEm_Like ARabbott,10,203,20.3,30.064999999999998
10,Brook Lopez  ,FuxEm_Like ARabbott,11,239,21.727272727272727,31.481818181818177
11,Brook Lopez  ,FuxEm_Like ARabbott,12,255,21.25,31.32083333333333
12,Brook Lopez  ,FuxEm_Like ARabbott,13,266,20.46153846153846,31.457692307692305
0,De'Anthony Melton  ,FuxEm_Like ARabbott,1,5,5.0,20.55
1,De'Anthony Melton  ,FuxEm_Like ARabbott,2,15,7.5,20.05833333333333
2,De'Anthony Melton  ,FuxEm_Like ARabbott,3,18,6.0,18.566666666666666
3,De'Anthony Melton  ,FuxEm_Like ARabbott,4,35,8.75,18.174999999999997
4,De'Anthony Melton  ,FuxEm_Like ARabbott,5,58,11.6,18.876666666666665
5,De'Anthony Melton  ,FuxEm_Like ARabbott,6,78,13.0,20.855555555555554
6,De'Anthony Melton  ,FuxEm_Like ARabbott,7,94,13.428571428571429,20.985714285714284
7,De'Anthony Melton  ,FuxEm_Like ARabbott,8,113,14.125,22.447916666666664
8,De'Anthony Melton  ,FuxEm_Like ARabbott,9,128,14.222222222222221,23.318518518518516
9,De'Anthony Melton  ,FuxEm_Like ARabbott,10,140,14.0,24.369999999999997
10,De'Anthony Melton  ,FuxEm_Like ARabbott,11,149,13.545454545454545,24.74090909090909
11,De'Anthony Melton  ,FuxEm_Like ARabbott,12,161,13.416666666666666,24.380555555555556
0,Joel Embiid  ,Boban  Marjanovic ,1,36,36.0,37.266666666666666
1,Joel Embiid  ,Boban  Marjanovic ,2,53,26.5,36.70833333333333
2,Joel Embiid  ,Boban  Marjanovic ,3,101,33.666666666666664,36.455555555555556
3,Joel Embiid  ,Boban  Marjanovic ,4,131,32.75,34.412499999999994
4,Joel Embiid  ,Boban  Marjanovic ,5,163,32.6,35.033333333333324
5,Joel Embiid  ,Boban  Marjanovic ,6,187,31.166666666666668,34.46944444444444
6,Joel Embiid  ,Boban  Marjanovic ,7,226,32.285714285714285,34.790476190476184
7,Joel Embiid  ,Boban  Marjanovic ,8,254,31.75,34.41041666666666
8,Joel Embiid  ,Boban  Marjanovic ,9,304,33.77777777777778,35.03333333333333
9,Joel Embiid  ,Boban  Marjanovic ,10,378,37.8,35.19833333333333
0,Tyrese Haliburton  ,Boban  Marjanovic ,1,29,29.0,35.666666666666664
1,Tyrese Haliburton  ,Boban  Marjanovic ,2,65,32.5,31.40833333333333
2,Tyrese Haliburton  ,Boban  Marjanovic ,3,105,35.0,31.62222222222222
3,Tyrese Haliburton  ,Boban  Marjanovic ,4,140,35.0,31.575
4,Tyrese Haliburton  ,Boban  Marjanovic ,5,165,33.0,32.9
5,Tyrese Haliburton  ,Boban  Marjanovic ,6,205,34.166666666666664,33.416666666666664
6,Tyrese Haliburton  ,Boban  Marjanovic ,7,242,34.57142857142857,33.392857142857146
7,Tyrese Haliburton  ,Boban  Marjanovic ,8,255,31.875,33.38333333333333
8,Tyrese Haliburton  ,Boban  Marjanovic ,9,289,32.111111111111114,33.68888888888889
9,Tyrese Haliburton  ,Boban  Marjanovic ,10,330,33.0,33.73166666666667
10,Tyrese Haliburton  ,Boban  Marjanovic ,11,368,33.45454545454545,33.68333333333333
11,Tyrese Haliburton  ,Boban  Marjanovic ,12,387,32.25,34.140277777777776
0,Nikola Vucevic  ,Boban  Marjanovic ,1,34,34.0,33.11666666666667
1,Nikola Vucevic  ,Boban  Marjanovic ,2,59,29.5,31.549999999999997
