G,Date,Age,Opp,W/L,At,Name,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc_y,BPM
3,2022-10-23,32-233,SAC,W (+5),,Draymond Green 2022-23 Advanced Game Log ,1.0,28.35,3.0,4.0,0.0,0.0,1.0,2.0,1.0,3.0,4.0,4.0,0.0,0.0,2.0,2.0,7.0,17.0,0.717,0.75,3.8,11.5,7.7,17.0,0.0,0.0,29.1,10.1,123.0,120.0,6.6,-3.9
3,2022-10-23,32-124,SAC,W (+5),,JaMychal Green 2022-23 Advanced Game Log ,0.0,12.95,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,0.0,2.0,1.0,0.0,2.0,3.0,-5.0,0.521,0.5,16.8,16.8,16.8,0.0,6.8,6.5,0.0,9.2,137.0,100.0,5.5,3.2
3,2022-10-23,32-124,SAC,W (+5),,JaMychal Green 2022-23 Advanced Game Log ,0.0,12.95,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,0.0,2.0,1.0,0.0,2.0,3.0,-5.0,0.521,0.5,16.8,16.8,16.8,0.0,6.8,6.5,0.0,9.2,137.0,100.0,5.5,3.2
3,2022-10-23,32-124,SAC,W (+5),,JaMychal Green 2022-23 Advanced Game Log ,0.0,12.95,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,0.0,2.0,1.0,0.0,2.0,3.0,-5.0,0.521,0.5,16.8,16.8,16.8,0.0,6.8,6.5,0.0,9.2,137.0,100.0,5.5,3.2
3,2022-10-23,24-257,CLE,L (-10),@,Rui Hachimura 2022-23 Advanced Game Log ,0.0,20.316666666666666,7.0,12.0,2.0,3.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,16.0,-5.0,0.667,0.667,7.2,11.1,9.4,10.5,0.0,0.0,7.7,30.4,116.0,122.0,11.0,3.7
3,2022-10-22,22-235,DET,W (+9),,Tyrese Haliburton 2022-23 Advanced Game Log ,1.0,32.05,7.0,16.0,3.0,6.0,7.0,8.0,2.0,2.0,4.0,10.0,5.0,0.0,1.0,2.0,24.0,1.0,0.615,0.531,5.3,5.3,5.3,43.4,7.4,0.0,4.9,24.7,148.0,107.0,27.4,13.8
3,2022-10-22,33-057,SAS,L (-9),,James Harden 2022-23 Advanced Game Log ,1.0,40.3,4.0,18.0,1.0,6.0,3.0,4.0,4.0,5.0,9.0,12.0,1.0,2.0,2.0,3.0,12.0,0.0,0.304,0.25,11.1,14.9,12.9,44.3,1.3,4.7,9.2,23.9,97.0,120.0,12.5,-4.4
3,2022-10-22,28-269,SAS,L (-9),,Montrezl Harrell 2022-23 Advanced Game Log ,0.0,9.233333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,24.2,0.0,12.5,0.0,0.0,0.0,0.0,0.0,221.0,131.0,1.4,-9.6
3,2022-10-22,30-099,SAS,L (-9),,Tobias Harris 2022-23 Advanced Game Log ,1.0,35.666666666666664,6.0,11.0,3.0,6.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,1.0,2.0,15.0,-6.0,0.682,0.682,0.0,13.5,6.5,9.3,0.0,0.0,8.3,14.9,124.0,126.0,10.5,-4.4
3,2022-10-23,27-231,LAL,W (+2),@,Josh Hart 2022-23 Advanced Game Log ,1.0,36.45,3.0,5.0,1.0,1.0,2.0,2.0,2.0,14.0,16.0,5.0,2.0,0.0,3.0,2.0,9.0,-4.0,0.765,0.7,6.1,37.6,22.9,19.9,2.6,0.0,33.8,10.2,122.0,96.0,14.0,4.0
3,2022-10-22,24-318,ORL,W (+6),@,Sam Hauser 2022-23 Advanced Game Log ,0.0,6.766666666666667,3.0,4.0,3.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1.125,1.125,0.0,33.8,16.7,0.0,0.0,0.0,0.0,26.4,184.0,121.0,8.0,29.2
3,2022-10-22,21-087,IND,L (-9),@,Killian Hayes 2022-23 Advanced Game Log ,0.0,17.483333333333334,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,5.0,-12.0,0.625,0.625,0.0,0.0,0.0,17.4,0.0,4.5,0.0,9.1,145.0,130.0,4.3,-3.2
3,2022-10-23,32-214,ATL,W (+17),@,Gordon Hayward 2022-23 Advanced Game Log ,1.0,31.3,4.0,10.0,1.0,4.0,3.0,5.0,0.0,3.0,3.0,5.0,1.0,0.0,4.0,0.0,12.0,0.0,0.492,0.45,0.0,8.5,4.7,18.8,1.5,0.0,24.7,21.4,91.0,112.0,7.2,-7.3
3,2022-10-22,22-275,TOR,W (+3),,Tyler Herro 2022-23 Advanced Game Log ,1.0,22.283333333333335,4.0,8.0,1.0,4.0,5.0,5.0,2.0,6.0,8.0,6.0,0.0,0.0,2.0,5.0,14.0,0.0,0.686,0.563,12.3,28.1,21.3,44.0,0.0,0.0,16.4,25.5,137.0,114.0,13.4,5.6
3,2022-10-22,29-309,DET,W (+9),,Buddy Hield 2022-23 Advanced Game Log ,1.0,15.533333333333333,2.0,8.0,2.0,6.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,6.0,0.0,0.375,0.375,5.5,5.5,5.5,8.0,0.0,5.8,20.0,24.8,76.0,121.0,1.2,-14.7
3,2022-10-23,26-023,CHO,L (-17),,Aaron Holiday 2022-23 Advanced Game Log ,0.0,13.7,0.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,-22.0,0.205,0.0,0.0,0.0,0.0,0.0,3.5,0.0,17.0,17.3,41.0,127.0,-1.2,-18.8
3,2022-10-23,33-201,CHO,L (-17),,Justin Holiday 2022-23 Advanced Game Log ,0.0,17.216666666666665,1.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,-18.0,0.214,0.214,0.0,0.0,0.0,0.0,0.0,4.4,0.0,16.4,52.0,132.0,-1.2,-15.9
3,2022-10-23,29-008,GSW,L (-5),@,Richaun Holmes 2022-23 Advanced Game Log ,0.0,16.25,6.0,8.0,0.0,0.0,3.0,4.0,3.0,2.0,5.0,0.0,1.0,0.0,3.0,3.0,15.0,8.0,0.768,0.75,20.1,13.4,16.8,0.0,2.7,0.0,23.5,29.7,116.0,118.0,10.9,-0.4
3,2022-10-23,21-332,NOP,W (+1),@,Talen Horton-Tucker 2022-23 Advanced Game Log ,0.0,9.2,3.0,5.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,7.0,-8.0,0.7,0.7,0.0,40.2,19.4,0.0,5.4,0.0,28.6,31.9,84.0,100.0,4.6,2.8
3,2022-10-22,29-137,SAS,L (-9),,Danuel House Jr. 2022-23 Advanced Game Log ,0.0,16.766666666666666,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,-8.0,0.5,0.5,13.3,0.0,6.9,8.4,0.0,5.6,50.0,10.6,78.0,127.0,1.4,-11.0
3,2022-10-23,24-057,GSW,L (-5),@,Kevin Huerter 2022-23 Advanced Game Log ,1.0,30.933333333333334,3.0,14.0,1.0,8.0,2.0,2.0,0.0,5.0,5.0,4.0,0.0,0.0,2.0,3.0,9.0,5.0,0.302,0.25,0.0,17.6,8.8,14.7,0.0,0.0,11.8,20.6,74.0,124.0,1.5,-14.3
3,2022-10-23,24-325,CHO,L (-17),,De'Andre Hunter 2022-23 Advanced Game Log ,1.0,31.216666666666665,4.0,11.0,1.0,5.0,1.0,2.0,2.0,3.0,5.0,4.0,1.0,0.0,1.0,3.0,10.0,-2.0,0.421,0.409,5.7,10.7,7.9,18.7,1.5,0.0,7.8,16.6,101.0,128.0,7.4,-6.0
3,2022-10-22,22-038,OKC,W (+5),,Bones Hyland 2022-23 Advanced Game Log ,0.0,14.283333333333333,0.0,5.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,-15.0,0.085,0.0,0.0,7.2,3.6,24.0,0.0,0.0,14.5,19.8,48.0,118.0,-2.3,-22.3
3,2022-10-23,25-051,UTA,L (-1),,Brandon Ingram 2022-23 Advanced Game Log ,1.0,10.816666666666666,4.0,5.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.85,0.9,0.0,10.7,5.5,0.0,4.6,0.0,14.5,26.2,126.0,110.0,8.0,14.7
3,2022-10-22,20-285,DET,W (+9),,Isaiah Jackson 2022-23 Advanced Game Log ,1.0,21.55,2.0,6.0,0.0,0.0,4.0,5.0,2.0,3.0,5.0,1.0,0.0,5.0,0.0,3.0,8.0,3.0,0.488,0.333,8.0,11.9,9.9,5.5,0.0,21.0,0.0,14.7,129.0,110.0,9.5,-2.6
3,2022-10-23,32-190,PHO,L (-17),,Reggie Jackson 2022-23 Advanced Game Log ,1.0,23.75,0.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,-14.0,0.0,0.0,0.0,8.6,4.4,11.2,2.1,0.0,0.0,9.6,25.0,121.0,-0.5,-12.1
3,2022-10-23,37-297,POR,L (-2),,LeBron James 2022-23 Advanced Game Log ,1.0,37.71666666666667,12.0,22.0,2.0,9.0,5.0,7.0,1.0,7.0,8.0,8.0,2.0,2.0,4.0,3.0,31.0,2.0,0.618,0.591,2.6,20.7,11.1,39.6,2.5,4.5,13.8,32.5,114.0,102.0,26.2,12.8
3,2022-10-22,23-011,PHI,W (+9),@,Keldon Johnson 2022-23 Advanced Game Log ,1.0,31.75,7.0,17.0,3.0,8.0,4.0,5.0,2.0,6.0,8.0,0.0,1.0,0.0,3.0,1.0,21.0,13.0,0.547,0.5,7.6,21.1,14.6,0.0,1.6,0.0,13.5,30.6,102.0,111.0,12.3,-6.5
3,2022-10-22,27-245,OKC,W (+5),,Nikola Jokić 2022-23 Advanced Game Log ,1.0,38.68333333333333,6.0,10.0,1.0,1.0,6.0,9.0,1.0,15.0,16.0,13.0,1.0,1.0,3.0,2.0,19.0,18.0,0.681,0.65,2.7,39.6,21.3,46.7,1.2,2.2,17.7,18.0,142.0,105.0,25.4,10.7
3,2022-10-23,24-017,UTA,L (-1),,Herbert Jones 2022-23 Advanced Game Log ,1.0,35.45,3.0,9.0,0.0,3.0,3.0,5.0,1.0,3.0,4.0,1.0,0.0,1.0,3.0,6.0,9.0,-1.0,0.402,0.333,3.5,9.8,6.7,3.4,0.0,2.5,21.1,16.5,75.0,119.0,0.7,-11.8
3,2022-10-22,22-287,PHI,W (+9),@,Tre Jones 2022-23 Advanced Game Log ,1.0,30.433333333333334,6.0,12.0,0.0,0.0,5.0,5.0,0.0,1.0,1.0,4.0,1.0,0.0,4.0,1.0,17.0,-1.0,0.599,0.5,0.0,3.7,1.9,18.8,1.7,0.0,22.0,26.2,106.0,117.0,10.7,-7.3
3,2022-10-22,26-165,DAL,L (-41),@,Tyus Jones 2022-23 Advanced Game Log ,0.0,24.083333333333332,3.0,8.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,10.0,-21.0,0.536,0.5,0.0,0.0,0.0,35.6,2.0,3.9,9.7,19.3,112.0,139.0,9.4,1.8
3,2022-10-22,31-063,IND,L (-9),@,Cory Joseph 2022-23 Advanced Game Log ,0.0,16.05,3.0,6.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,10.0,-5.0,0.727,0.667,0.0,5.3,2.7,32.0,0.0,0.0,0.0,17.0,165.0,129.0,8.6,3.0
3,2022-10-23,26-121,PHO,L (-17),,Luke Kennard 2022-23 Advanced Game Log ,0.0,17.8,1.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,-4.0,0.25,0.25,0.0,17.2,8.8,0.0,0.0,0.0,42.9,18.0,28.0,122.0,-3.7,-22.3
3,2022-10-22,26-214,DAL,L (-41),@,John Konchar 2022-23 Advanced Game Log ,1.0,20.433333333333334,2.0,4.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,5.0,-27.0,0.625,0.625,5.5,6.2,5.8,0.0,0.0,0.0,20.0,11.0,99.0,143.0,2.2,-10.4
3,2022-10-23,20-017,SAC,W (+5),,Jonathan Kuminga 2022-23 Advanced Game Log ,0.0,7.366666666666666,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,-11.0,0.694,0.5,0.0,0.0,0.0,0.0,0.0,0.0,25.8,21.8,103.0,123.0,1.2,-12.9
3,2022-10-23,27-091,CLE,L (-10),@,Kyle Kuzma 2022-23 Advanced Game Log ,1.0,37.43333333333333,4.0,8.0,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,4.0,11.0,-5.0,0.564,0.563,0.0,6.0,3.4,11.4,0.0,4.5,0.0,12.4,121.0,121.0,8.7,-2.0
3,2022-10-23,26-363,LAC,W (+17),@,Jock Landale 2022-23 Advanced Game Log ,0.0,17.316666666666666,4.0,8.0,0.0,2.0,1.0,1.0,2.0,8.0,10.0,1.0,0.0,0.0,0.0,0.0,9.0,13.0,0.533,0.5,11.8,49.3,30.1,8.7,0.0,0.0,0.0,21.2,126.0,96.0,9.5,3.0
3,2022-10-23,28-059,WAS,W (+10),,Caris LeVert 2022-23 Advanced Game Log ,1.0,35.9,4.0,14.0,2.0,6.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,0.0,2.0,4.0,10.0,15.0,0.357,0.357,0.0,12.3,5.3,16.8,2.9,0.0,12.5,19.7,84.0,104.0,3.9,-8.6
3,2022-10-23,32-100,LAL,W (+2),@,Damian Lillard 2022-23 Advanced Game Log ,1.0,34.18333333333333,15.0,25.0,6.0,13.0,5.0,7.0,1.0,4.0,5.0,2.0,0.0,1.0,6.0,3.0,41.0,2.0,0.73,0.72,3.3,11.5,7.6,17.6,0.0,2.4,17.6,41.7,118.0,107.0,25.5,12.0
3,2022-10-23,22-254,LAL,W (+2),@,Nassir Little 2022-23 Advanced Game Log ,0.0,14.016666666666667,3.0,6.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.583,0.583,0.0,21.0,11.2,12.8,0.0,0.0,0.0,17.9,130.0,106.0,5.6,3.5
3,2022-10-23,26-259,SAC,W (+5),,Kevon Looney 2022-23 Advanced Game Log ,1.0,24.766666666666666,3.0,4.0,0.0,0.0,0.0,2.0,2.0,6.0,8.0,6.0,0.0,1.0,0.0,3.0,6.0,18.0,0.615,0.75,8.8,26.4,17.6,29.7,0.0,3.4,0.0,8.2,162.0,114.0,10.5,5.2
3,2022-10-23,34-046,WAS,W (+10),,Kevin Love 2022-23 Advanced Game Log ,0.0,14.366666666666667,2.0,6.0,1.0,4.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,0.417,0.417,0.0,71.7,31.1,0.0,0.0,0.0,14.3,21.5,79.0,105.0,2.3,-9.6
3,2022-10-22,36-211,TOR,W (+3),,Kyle Lowry 2022-23 Advanced Game Log ,1.0,37.25,5.0,11.0,3.0,7.0,4.0,4.0,0.0,2.0,2.0,6.0,1.0,0.0,3.0,4.0,17.0,-7.0,0.666,0.591,0.0,5.6,3.2,24.5,1.4,0.0,19.0,19.7,117.0,116.0,12.5,-1.8
3,2022-10-23,26-005,PHO,L (-17),,Terance Mann 2022-23 Advanced Game Log ,0.0,9.366666666666667,4.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,9.0,-8.0,0.9,0.9,11.4,10.9,11.1,0.0,0.0,0.0,0.0,24.4,171.0,125.0,7.3,14.3
3,2022-10-23,21-262,MIN,L (-10),,Tre Mann 2022-23 Advanced Game Log ,1.0,27.533333333333335,5.0,12.0,0.0,6.0,0.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,2.0,3.0,10.0,-3.0,0.402,0.417,6.6,4.1,5.4,16.2,1.7,0.0,13.9,22.0,84.0,118.0,4.8,-9.7
3,2022-10-23,25-154,NOP,W (+1),@,Lauri Markkanen 2022-23 Advanced Game Log ,1.0,39.266666666666666,9.0,17.0,2.0,6.0,11.0,11.0,3.0,9.0,12.0,2.0,2.0,1.0,2.0,3.0,31.0,6.0,0.71,0.588,8.8,28.3,18.2,8.7,2.5,1.8,8.4,25.5,144.0,108.0,28.4,9.6
3,2022-10-23,24-272,UTA,L (-1),,Naji Marshall 2022-23 Advanced Game Log ,0.0,13.5,2.0,6.0,0.0,2.0,3.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,7.0,-7.0,0.451,0.333,0.0,8.5,4.4,0.0,7.3,6.5,0.0,23.7,106.0,101.0,5.8,4.1
3,2022-10-22,25-363,MIL,L (-20),@,Garrison Mathews 2022-23 Advanced Game Log ,0.0,12.566666666666666,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-13.0,0.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,8.1,44.0,133.0,-1.1,-19.9
3,2022-10-22,21-352,SAS,L (-9),,Tyrese Maxey 2022-23 Advanced Game Log ,1.0,39.63333333333333,8.0,18.0,3.0,8.0,6.0,9.0,1.0,2.0,3.0,6.0,1.0,0.0,3.0,3.0,25.0,-11.0,0.569,0.528,2.8,6.1,4.4,26.6,1.3,0.0,12.0,27.9,113.0,126.0,16.7,-3.5
3,2022-10-23,31-034,UTA,L (-1),,CJ McCollum 2022-23 Advanced Game Log ,1.0,40.71666666666667,12.0,25.0,2.0,8.0,2.0,2.0,0.0,4.0,4.0,12.0,1.0,0.0,2.0,2.0,28.0,9.0,0.541,0.52,0.0,11.3,5.9,48.2,1.2,0.0,7.2,28.2,123.0,117.0,23.1,6.8
3,2022-10-23,24-265,ATL,W (+17),@,Jalen McDaniels 2022-23 Advanced Game Log ,0.0,20.35,3.0,6.0,1.0,3.0,2.0,2.0,1.0,4.0,5.0,3.0,0.0,1.0,1.0,3.0,9.0,13.0,0.654,0.583,5.5,17.5,12.2,17.7,0.0,3.9,12.7,16.0,136.0,109.0,8.5,1.9
3,2022-10-23,24-265,ATL,W (+17),@,Jalen McDaniels 2022-23 Advanced Game Log ,0.0,20.35,3.0,6.0,1.0,3.0,2.0,2.0,1.0,4.0,5.0,3.0,0.0,1.0,1.0,3.0,9.0,13.0,0.654,0.583,5.5,17.5,12.2,17.7,0.0,3.9,12.7,16.0,136.0,109.0,8.5,1.9
3,2022-10-22,30-292,PHI,W (+9),@,Doug McDermott 2022-23 Advanced Game Log ,0.0,24.4,5.0,9.0,4.0,5.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,14.0,19.0,0.778,0.778,0.0,13.7,7.1,5.9,0.0,3.7,10.0,17.9,136.0,115.0,10.6,3.6
3,2022-10-23,26-197,OKC,W (+10),@,Jordan McLaughlin 2022-23 Advanced Game Log ,0.0,21.366666666666667,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,10.4,4.2,7.0,19.5,0.0,0.0,0.0,4.0,123.0,113.0,3.1,-4.0
3,2022-10-22,24-147,SAS,L (-9),,De'Anthony Melton 2022-23 Advanced Game Log ,0.0,15.583333333333334,0.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,-7.0,0.0,0.0,0.0,23.1,11.1,8.3,6.6,0.0,0.0,8.5,23.0,108.0,0.7,-11.3
3,2022-10-23,24-048,GSW,L (-5),@,Davion Mitchell 2022-23 Advanced Game Log ,0.0,11.766666666666667,3.0,5.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,7.0,2.0,0.7,0.7,0.0,9.3,4.6,35.2,0.0,0.0,16.7,19.3,128.0,124.0,4.5,-2.0
3,2022-10-23,26-046,WAS,W (+10),,Donovan Mitchell 2022-23 Advanced Game Log ,1.0,44.56666666666667,12.0,29.0,5.0,12.0,8.0,9.0,2.0,3.0,5.0,4.0,3.0,1.0,6.0,2.0,37.0,4.0,0.561,0.5,5.1,9.9,7.2,17.8,3.5,2.0,15.4,38.6,110.0,101.0,23.1,4.6
3,2022-10-23,21-127,WAS,W (+10),,Evan Mobley 2022-23 Advanced Game Log ,1.0,36.583333333333336,2.0,7.0,0.0,0.0,6.0,6.0,2.0,5.0,7.0,2.0,2.0,1.0,2.0,3.0,10.0,-3.0,0.519,0.286,6.2,20.1,12.2,7.6,2.8,2.5,17.2,14.1,111.0,101.0,9.7,-2.9
3,2022-10-23,24-261,GSW,L (-5),@,Malik Monk 2022-23 Advanced Game Log ,0.0,28.55,6.0,15.0,4.0,10.0,0.0,0.0,3.0,4.0,7.0,8.0,3.0,0.0,1.0,0.0,16.0,2.0,0.533,0.533,11.5,15.3,13.4,36.4,4.6,0.0,6.3,21.2,129.0,115.0,18.8,11.6
3,2022-10-23,20-145,SAC,W (+5),,Moses Moody 2022-23 Advanced Game Log ,0.0,18.15,0.0,1.0,0.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,-8.0,0.543,0.0,0.0,6.0,3.0,0.0,0.0,4.6,42.0,10.9,65.0,119.0,0.5,-9.6
3,2022-10-22,23-073,DAL,L (-41),@,Ja Morant 2022-23 Advanced Game Log ,1.0,29.516666666666666,6.0,12.0,0.0,2.0,8.0,8.0,0.0,1.0,1.0,4.0,1.0,0.0,3.0,3.0,20.0,-31.0,0.644,0.5,0.0,4.3,2.0,26.8,1.6,0.0,16.2,28.3,116.0,140.0,13.9,-3.1
3,2022-10-23,27-118,CLE,L (-10),@,Monte Morris 2022-23 Advanced Game Log ,1.0,26.5,5.0,8.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,3.0,13.0,6.0,0.813,0.813,0.0,12.8,7.2,36.4,0.0,0.0,11.1,16.1,150.0,121.0,12.3,5.5
3,2022-10-23,26-034,CHO,L (-17),,Dejounte Murray 2022-23 Advanced Game Log ,1.0,38.8,7.0,15.0,2.0,4.0,3.0,3.0,1.0,7.0,8.0,5.0,1.0,1.0,4.0,2.0,19.0,-11.0,0.582,0.533,2.3,20.1,10.2,20.4,1.2,1.9,19.7,21.1,104.0,125.0,14.5,-3.3
3,2022-10-23,31-114,MIN,L (-10),,Mike Muscala 2022-23 Advanced Game Log ,0.0,11.266666666666667,4.0,6.0,1.0,3.0,2.0,2.0,1.0,8.0,9.0,0.0,0.0,1.0,0.0,1.0,11.0,10.0,0.799,0.75,8.0,79.3,39.9,0.0,0.0,7.9,0.0,25.7,159.0,99.0,11.8,18.3
3,2022-10-22,23-006,DET,W (+9),,Aaron Nesmith 2022-23 Advanced Game Log ,1.0,23.25,2.0,5.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,7.0,-3.0,0.595,0.5,0.0,3.7,1.8,0.0,0.0,11.7,14.5,11.4,109.0,119.0,4.5,-8.0
3,2022-10-23,30-157,WAS,W (+10),,Raul Neto 2022-23 Advanced Game Log ,0.0,8.1,2.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,0.4,0.4,13.9,0.0,7.9,0.0,6.4,0.0,0.0,27.3,101.0,98.0,3.0,-0.5
3,2022-10-22,29-127,SAS,L (-9),,Georges Niang 2022-23 Advanced Game Log ,0.0,15.033333333333333,3.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,-8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.7,126.0,131.0,5.0,-2.1
3,2022-10-23,23-106,OKC,W (+10),@,Jaylen Nowell 2022-23 Advanced Game Log ,0.0,23.766666666666666,5.0,16.0,1.0,6.0,3.0,4.0,1.0,5.0,6.0,1.0,2.0,0.0,1.0,0.0,14.0,4.0,0.394,0.344,4.7,19.1,12.6,5.6,4.0,0.0,5.3,33.6,89.0,101.0,8.3,-6.9
3,2022-10-23,28-061,LAL,W (+2),@,Jusuf Nurkić 2022-23 Advanced Game Log ,1.0,30.016666666666666,2.0,5.0,0.0,0.0,2.0,2.0,3.0,10.0,13.0,4.0,0.0,1.0,2.0,3.0,6.0,3.0,0.51,0.4,11.2,32.6,22.6,18.9,0.0,2.7,25.4,11.0,112.0,101.0,8.7,0.5
3,2022-10-22,24-065,BOS,L (-6),,Chuma Okeke 2022-23 Advanced Game Log ,0.0,16.133333333333333,3.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,3.0,8.0,-1.0,1.333,1.333,14.2,13.8,14.0,16.5,0.0,0.0,0.0,7.8,253.0,134.0,9.3,8.3
3,2022-10-23,24-052,LAC,W (+17),@,Josh Okogie 2022-23 Advanced Game Log ,0.0,1.2333333333333334,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.136,0.0,0.0,86.5,42.3,0.0,0.0,0.0,0.0,31.1,250.0,86.0,2.3,38.7
3,2022-10-23,21-316,CHO,L (-17),,Onyeka Okongwu 2022-23 Advanced Game Log ,0.0,23.383333333333333,4.0,6.0,0.0,0.0,2.0,4.0,3.0,2.0,5.0,1.0,1.0,2.0,2.0,4.0,10.0,1.0,0.644,0.667,11.4,9.5,10.6,6.7,2.0,6.4,20.5,16.8,112.0,123.0,8.8,-4.1
3,2022-10-23,21-270,WAS,W (+10),,Isaac Okoro 2022-23 Advanced Game Log ,1.0,20.316666666666666,1.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,-5.0,0.25,0.25,0.0,14.5,6.3,0.0,2.5,0.0,0.0,8.7,62.0,105.0,0.4,-9.7
3,2022-10-23,23-178,GSW,L (-5),@,KZ Okpala 2022-23 Advanced Game Log ,1.0,3.566666666666667,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,30.6,0.0,15.3,0.0,0.0,0.0,0.0,10.6,67.0,127.0,0.0,-14.7
3,2022-10-23,31-187,NOP,W (+1),@,Kelly Olynyk 2022-23 Advanced Game Log ,1.0,37.28333333333333,7.0,12.0,2.0,3.0,4.0,5.0,1.0,2.0,3.0,5.0,1.0,0.0,1.0,4.0,20.0,-8.0,0.704,0.667,3.1,6.6,4.8,21.5,1.3,0.0,6.6,17.1,147.0,118.0,17.2,4.6
3,2022-10-23,25-251,MIN,L (-10),,Eugene Omoruyi 2022-23 Advanced Game Log ,0.0,11.883333333333333,5.0,7.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,13.0,5.0,0.781,0.786,7.6,18.8,12.6,19.4,0.0,0.0,0.0,29.4,155.0,118.0,10.9,14.8
