G,Date,Age,Opp,W/L,At,Name,Tm,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc_y,BPM
18,2022-11-20,26-346,WAS,L (-4),@,Kelly Oubre Jr.  ,CHO,1.0,29.35,10.0,20.0,1.0,7.0,2.0,2.0,1.0,6.0,7.0,0.0,1.0,1.0,0.0,3.0,23.0,-3.0,0.551,0.525,3.3,19.6,11.4,0.0,1.6,2.8,0.0,27.7,119.0,100.0,16.0,7.2
19,2022-11-23,26-349,PHI,W (+6),,Kelly Oubre Jr.  ,CHO,1.0,32.8,6.0,15.0,0.0,6.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,0.0,1.0,3.0,14.0,4.0,0.441,0.4,6.1,7.1,6.6,4.2,2.8,0.0,5.9,21.3,94.0,98.0,8.4,-3.4
20,2022-11-25,26-351,MIN,W (+2),,Kelly Oubre Jr.  ,CHO,1.0,34.36666666666667,10.0,21.0,3.0,7.0,5.0,8.0,2.0,4.0,6.0,2.0,3.0,0.0,0.0,1.0,28.0,7.0,0.571,0.548,5.7,11.0,8.4,10.7,4.0,0.0,0.0,28.5,127.0,99.0,22.7,9.9
1,2022-10-19,37-166,DAL,W (+2),,Chris Paul  ,PHO,1.0,30.283333333333335,1.0,6.0,0.0,2.0,4.0,4.0,0.0,3.0,3.0,9.0,2.0,0.0,3.0,3.0,6.0,-9.0,0.387,0.167,0.0,12.9,5.9,37.1,3.3,0.0,27.9,16.0,91.0,107.0,7.2,-1.6
2,2022-10-21,37-168,POR,L (-2),@,Chris Paul  ,PHO,1.0,36.15,5.0,11.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,12.0,5.0,0.0,1.0,5.0,10.0,0.0,0.455,0.455,0.0,13.0,6.6,49.3,7.1,0.0,8.3,14.8,117.0,100.0,15.9,7.8
3,2022-10-23,37-170,LAC,W (+17),@,Chris Paul  ,PHO,1.0,32.61666666666667,3.0,11.0,1.0,8.0,0.0,0.0,3.0,5.0,8.0,11.0,1.0,1.0,2.0,2.0,7.0,15.0,0.318,0.318,9.4,16.4,12.8,42.0,1.6,2.9,15.4,17.3,106.0,98.0,10.7,1.8
4,2022-10-25,37-172,GSW,W (+29),,Chris Paul  ,PHO,1.0,35.21666666666667,5.0,10.0,4.0,5.0,2.0,2.0,0.0,7.0,7.0,9.0,1.0,0.0,2.0,4.0,16.0,21.0,0.735,0.7,0.0,21.7,10.8,30.5,1.4,0.0,15.5,14.6,144.0,105.0,16.8,6.0
5,2022-10-28,37-175,NOP,W (+13),,Chris Paul  ,PHO,1.0,30.633333333333333,1.0,7.0,0.0,1.0,5.0,6.0,1.0,4.0,5.0,9.0,1.0,0.0,3.0,1.0,7.0,-3.0,0.363,0.143,4.1,14.9,9.8,30.4,1.6,0.0,23.7,17.6,101.0,118.0,7.9,-6.8
6,2022-10-30,37-177,HOU,W (+15),,Chris Paul  ,PHO,1.0,31.233333333333334,3.0,7.0,0.0,4.0,4.0,5.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,1.0,10.0,19.0,0.543,0.429,0.0,3.6,1.8,57.1,0.0,0.0,0.0,13.1,160.0,127.0,16.3,4.4
7,2022-11-01,37-179,MIN,W (+9),,Chris Paul  ,PHO,1.0,33.86666666666667,5.0,12.0,1.0,5.0,4.0,6.0,1.0,7.0,8.0,12.0,3.0,0.0,1.0,2.0,15.0,18.0,0.512,0.458,3.6,26.8,14.9,50.2,4.3,0.0,6.4,20.6,130.0,103.0,20.2,6.5
8,2022-11-04,37-182,POR,L (-2),,Chris Paul  ,PHO,1.0,33.8,1.0,4.0,1.0,3.0,4.0,4.0,0.0,2.0,2.0,11.0,2.0,1.0,0.0,2.0,7.0,4.0,0.608,0.375,0.0,7.7,3.5,45.2,3.0,2.3,0.0,7.5,178.0,113.0,14.8,7.9
9,2022-11-05,37-183,POR,W (+20),,Chris Paul  ,PHO,1.0,24.35,3.0,7.0,2.0,4.0,7.0,7.0,0.0,5.0,5.0,4.0,0.0,0.0,1.0,2.0,15.0,16.0,0.744,0.571,0.0,24.0,11.7,27.1,0.0,0.0,9.0,20.2,152.0,92.0,13.8,6.1
10,2022-11-07,37-185,PHI,L (-12),@,Chris Paul  ,PHO,1.0,13.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,-10.0,1.0,1.0,0.0,15.2,8.2,24.5,7.8,0.0,66.7,10.9,77.0,98.0,3.3,1.9
1,2022-10-19,28-072,DAL,W (+2),,Cameron Payne  ,PHO,0.0,18.8,3.0,7.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,7.0,15.0,0.5,0.5,5.9,0.0,3.2,7.9,2.7,0.0,22.2,21.5,83.0,110.0,2.5,-5.4
2,2022-10-21,28-074,POR,L (-2),@,Cameron Payne  ,PHO,0.0,16.833333333333332,1.0,3.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,5.0,-2.0,0.644,0.5,0.0,14.0,7.1,7.9,0.0,0.0,34.0,15.5,89.0,116.0,1.8,-8.9
3,2022-10-23,28-076,LAC,W (+17),@,Cameron Payne  ,PHO,0.0,14.566666666666666,4.0,11.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,10.0,0.0,0.421,0.409,0.0,7.3,3.6,22.1,3.5,0.0,14.4,41.5,81.0,99.0,4.2,-5.7
4,2022-10-25,28-078,GSW,W (+29),,Cameron Payne  ,PHO,0.0,13.5,3.0,6.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,5.0,0.0,0.0,1.0,1.0,8.0,8.0,0.581,0.5,0.0,32.3,16.2,48.9,0.0,0.0,12.7,23.4,130.0,105.0,8.3,4.4
5,2022-10-28,28-081,NOP,W (+13),,Cameron Payne  ,PHO,0.0,17.366666666666667,5.0,10.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,0.0,12.0,16.0,0.6,0.6,7.3,6.6,6.9,40.4,2.9,5.6,9.1,27.0,134.0,113.0,12.2,13.5
6,2022-10-30,28-083,HOU,W (+15),,Cameron Payne  ,PHO,0.0,16.766666666666666,5.0,12.0,2.0,7.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,3.0,0.0,12.0,-4.0,0.5,0.5,0.0,13.3,6.7,37.3,12.1,0.0,20.0,39.7,91.0,94.0,10.0,7.9
7,2022-11-01,28-085,MIN,W (+9),,Cameron Payne  ,PHO,0.0,14.133333333333333,3.0,8.0,2.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,8.0,-9.0,0.5,0.5,0.0,18.4,8.9,22.0,3.5,0.0,20.0,31.5,83.0,108.0,4.2,-4.9
8,2022-11-07,28-091,PHI,L (-12),@,Cameron Payne  ,PHO,0.0,27.716666666666665,6.0,14.0,1.0,4.0,1.0,2.0,0.0,2.0,2.0,5.0,0.0,0.0,3.0,4.0,14.0,-11.0,0.47,0.464,0.0,7.5,4.1,40.1,0.0,0.0,16.8,32.4,86.0,120.0,5.7,-6.3
9,2022-11-09,28-093,MIN,W (+12),@,Cameron Payne  ,PHO,1.0,35.016666666666666,8.0,17.0,4.0,9.0,3.0,3.0,1.0,5.0,6.0,8.0,1.0,0.0,0.0,1.0,23.0,10.0,0.628,0.588,3.4,20.2,11.1,30.4,1.3,0.0,0.0,21.5,147.0,117.0,22.7,7.7
10,2022-11-11,28-095,ORL,L (-17),@,Cameron Payne  ,PHO,1.0,35.0,8.0,15.0,5.0,10.0,1.0,1.0,0.0,3.0,3.0,4.0,1.0,0.0,4.0,3.0,22.0,-17.0,0.712,0.7,0.0,11.4,4.7,20.3,1.5,0.0,20.6,24.2,111.0,125.0,14.2,2.3
11,2022-11-14,28-098,MIA,L (-1),@,Cameron Payne  ,PHO,1.0,30.7,4.0,17.0,1.0,6.0,0.0,0.0,0.0,3.0,3.0,5.0,1.0,0.0,1.0,4.0,9.0,-13.0,0.265,0.265,0.0,11.2,5.4,18.7,1.8,0.0,5.6,25.2,87.0,131.0,1.5,-14.8
12,2022-11-16,28-100,GSW,W (+11),,Cameron Payne  ,PHO,1.0,33.016666666666666,9.0,17.0,6.0,10.0,5.0,6.0,0.0,3.0,3.0,7.0,0.0,1.0,2.0,5.0,29.0,11.0,0.738,0.706,0.0,9.7,5.0,32.9,0.0,2.9,9.2,28.1,140.0,116.0,22.8,6.5
13,2022-11-18,28-102,UTA,L (-1),@,Cameron Payne  ,PHO,1.0,33.6,6.0,12.0,2.0,4.0,3.0,4.0,0.0,0.0,0.0,5.0,3.0,0.0,4.0,4.0,17.0,3.0,0.618,0.583,0.0,0.0,0.0,17.7,4.1,0.0,22.5,21.1,108.0,126.0,11.5,-2.6
14,2022-11-20,28-104,NYK,W (+21),,Cameron Payne  ,PHO,1.0,32.083333333333336,7.0,14.0,2.0,5.0,5.0,5.0,1.0,6.0,7.0,9.0,0.0,2.0,2.0,1.0,21.0,15.0,0.648,0.571,2.9,18.7,10.6,41.4,0.0,5.0,11.0,22.3,145.0,100.0,21.8,12.0
15,2022-11-22,28-106,LAL,W (+10),,Cameron Payne  ,PHO,1.0,28.3,5.0,15.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,7.0,1.0,0.0,5.0,5.0,11.0,12.0,0.367,0.367,3.7,3.5,3.6,30.0,1.6,0.0,25.0,28.5,76.0,101.0,2.4,-10.9
16,2022-11-25,28-109,DET,W (+6),,Cameron Payne  ,PHO,1.0,31.516666666666666,7.0,12.0,0.0,2.0,2.0,4.0,1.0,1.0,2.0,10.0,1.0,0.0,2.0,1.0,16.0,8.0,0.581,0.583,3.7,3.0,3.3,48.6,1.6,0.0,12.7,21.5,124.0,112.0,16.2,4.8
17,2022-11-26,28-110,UTA,W (+1),,Cameron Payne  ,PHO,1.0,30.066666666666666,4.0,13.0,1.0,6.0,2.0,4.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,11.0,-1.0,0.373,0.346,0.0,0.0,0.0,26.9,1.7,0.0,0.0,21.2,104.0,127.0,6.3,-6.7
1,2022-10-19,28-072,DAL,W (+2),,Cameron Payne  ,PHO,0.0,18.8,3.0,7.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,7.0,15.0,0.5,0.5,5.9,0.0,3.2,7.9,2.7,0.0,22.2,21.5,83.0,110.0,2.5,-5.4
2,2022-10-21,28-074,POR,L (-2),@,Cameron Payne  ,PHO,0.0,16.833333333333332,1.0,3.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,5.0,-2.0,0.644,0.5,0.0,14.0,7.1,7.9,0.0,0.0,34.0,15.5,89.0,116.0,1.8,-8.9
3,2022-10-23,28-076,LAC,W (+17),@,Cameron Payne  ,PHO,0.0,14.566666666666666,4.0,11.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,10.0,0.0,0.421,0.409,0.0,7.3,3.6,22.1,3.5,0.0,14.4,41.5,81.0,99.0,4.2,-5.7
4,2022-10-25,28-078,GSW,W (+29),,Cameron Payne  ,PHO,0.0,13.5,3.0,6.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,5.0,0.0,0.0,1.0,1.0,8.0,8.0,0.581,0.5,0.0,32.3,16.2,48.9,0.0,0.0,12.7,23.4,130.0,105.0,8.3,4.4
5,2022-10-28,28-081,NOP,W (+13),,Cameron Payne  ,PHO,0.0,17.366666666666667,5.0,10.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,0.0,12.0,16.0,0.6,0.6,7.3,6.6,6.9,40.4,2.9,5.6,9.1,27.0,134.0,113.0,12.2,13.5
6,2022-10-30,28-083,HOU,W (+15),,Cameron Payne  ,PHO,0.0,16.766666666666666,5.0,12.0,2.0,7.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,3.0,0.0,12.0,-4.0,0.5,0.5,0.0,13.3,6.7,37.3,12.1,0.0,20.0,39.7,91.0,94.0,10.0,7.9
7,2022-11-01,28-085,MIN,W (+9),,Cameron Payne  ,PHO,0.0,14.133333333333333,3.0,8.0,2.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,8.0,-9.0,0.5,0.5,0.0,18.4,8.9,22.0,3.5,0.0,20.0,31.5,83.0,108.0,4.2,-4.9
8,2022-11-07,28-091,PHI,L (-12),@,Cameron Payne  ,PHO,0.0,27.716666666666665,6.0,14.0,1.0,4.0,1.0,2.0,0.0,2.0,2.0,5.0,0.0,0.0,3.0,4.0,14.0,-11.0,0.47,0.464,0.0,7.5,4.1,40.1,0.0,0.0,16.8,32.4,86.0,120.0,5.7,-6.3
9,2022-11-09,28-093,MIN,W (+12),@,Cameron Payne  ,PHO,1.0,35.016666666666666,8.0,17.0,4.0,9.0,3.0,3.0,1.0,5.0,6.0,8.0,1.0,0.0,0.0,1.0,23.0,10.0,0.628,0.588,3.4,20.2,11.1,30.4,1.3,0.0,0.0,21.5,147.0,117.0,22.7,7.7
10,2022-11-11,28-095,ORL,L (-17),@,Cameron Payne  ,PHO,1.0,35.0,8.0,15.0,5.0,10.0,1.0,1.0,0.0,3.0,3.0,4.0,1.0,0.0,4.0,3.0,22.0,-17.0,0.712,0.7,0.0,11.4,4.7,20.3,1.5,0.0,20.6,24.2,111.0,125.0,14.2,2.3
11,2022-11-14,28-098,MIA,L (-1),@,Cameron Payne  ,PHO,1.0,30.7,4.0,17.0,1.0,6.0,0.0,0.0,0.0,3.0,3.0,5.0,1.0,0.0,1.0,4.0,9.0,-13.0,0.265,0.265,0.0,11.2,5.4,18.7,1.8,0.0,5.6,25.2,87.0,131.0,1.5,-14.8
12,2022-11-16,28-100,GSW,W (+11),,Cameron Payne  ,PHO,1.0,33.016666666666666,9.0,17.0,6.0,10.0,5.0,6.0,0.0,3.0,3.0,7.0,0.0,1.0,2.0,5.0,29.0,11.0,0.738,0.706,0.0,9.7,5.0,32.9,0.0,2.9,9.2,28.1,140.0,116.0,22.8,6.5
13,2022-11-18,28-102,UTA,L (-1),@,Cameron Payne  ,PHO,1.0,33.6,6.0,12.0,2.0,4.0,3.0,4.0,0.0,0.0,0.0,5.0,3.0,0.0,4.0,4.0,17.0,3.0,0.618,0.583,0.0,0.0,0.0,17.7,4.1,0.0,22.5,21.1,108.0,126.0,11.5,-2.6
14,2022-11-20,28-104,NYK,W (+21),,Cameron Payne  ,PHO,1.0,32.083333333333336,7.0,14.0,2.0,5.0,5.0,5.0,1.0,6.0,7.0,9.0,0.0,2.0,2.0,1.0,21.0,15.0,0.648,0.571,2.9,18.7,10.6,41.4,0.0,5.0,11.0,22.3,145.0,100.0,21.8,12.0
15,2022-11-22,28-106,LAL,W (+10),,Cameron Payne  ,PHO,1.0,28.3,5.0,15.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,7.0,1.0,0.0,5.0,5.0,11.0,12.0,0.367,0.367,3.7,3.5,3.6,30.0,1.6,0.0,25.0,28.5,76.0,101.0,2.4,-10.9
16,2022-11-25,28-109,DET,W (+6),,Cameron Payne  ,PHO,1.0,31.516666666666666,7.0,12.0,0.0,2.0,2.0,4.0,1.0,1.0,2.0,10.0,1.0,0.0,2.0,1.0,16.0,8.0,0.581,0.583,3.7,3.0,3.3,48.6,1.6,0.0,12.7,21.5,124.0,112.0,16.2,4.8
17,2022-11-26,28-110,UTA,W (+1),,Cameron Payne  ,PHO,1.0,30.066666666666666,4.0,13.0,1.0,6.0,2.0,4.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,11.0,-1.0,0.373,0.346,0.0,0.0,0.0,26.9,1.7,0.0,0.0,21.2,104.0,127.0,6.3,-6.7
1,2022-10-22,26-351,MEM,W (+41),,Theo Pinson  ,DAL,0.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,1.136,0.0,0.0,31.9,16.9,15.2,0.0,0.0,0.0,5.0,247.0,100.0,3.3,9.1
2,2022-11-10,27-005,WAS,L (-8),@,Theo Pinson  ,DAL,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,-9.2
3,2022-11-18,27-013,DEN,W (+28),,Theo Pinson  ,DAL,0.0,4.066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,23.1,14.8,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.3,-5.0
4,2022-11-23,27-018,BOS,L (-13),@,Theo Pinson  ,DAL,0.0,1.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,200.0,133.0,1.3,7.1
5,2022-11-27,27-022,MIL,L (-9),@,Theo Pinson  ,DAL,0.0,3.433333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,82.2,38.8,0.0,0.0,0.0,50.0,26.9,0.0,123.0,-1.1,-31.0
1,2022-10-22,26-351,MEM,W (+41),,Theo Pinson  ,DAL,0.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,1.136,0.0,0.0,31.9,16.9,15.2,0.0,0.0,0.0,5.0,247.0,100.0,3.3,9.1
2,2022-11-10,27-005,WAS,L (-8),@,Theo Pinson  ,DAL,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,-9.2
3,2022-11-18,27-013,DEN,W (+28),,Theo Pinson  ,DAL,0.0,4.066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,23.1,14.8,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.3,-5.0
4,2022-11-23,27-018,BOS,L (-13),@,Theo Pinson  ,DAL,0.0,1.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,200.0,133.0,1.3,7.1
5,2022-11-27,27-022,MIL,L (-9),@,Theo Pinson  ,DAL,0.0,3.433333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,82.2,38.8,0.0,0.0,0.0,50.0,26.9,0.0,123.0,-1.1,-31.0
1,2022-10-19,32-228,SAS,W (+27),@,Mason Plumlee  ,CHO,1.0,22.233333333333334,5.0,9.0,0.0,0.0,2.0,2.0,4.0,3.0,7.0,4.0,0.0,1.0,1.0,2.0,12.0,6.0,0.607,0.556,19.6,12.7,15.9,23.2,0.0,3.3,9.2,19.7,142.0,102.0,13.1,4.1
2,2022-10-21,32-230,NOP,L (-12),,Mason Plumlee  ,CHO,1.0,18.866666666666667,4.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,4.0,0.0,0.0,1.0,5.0,8.0,-1.0,0.8,0.8,10.4,18.6,14.1,30.1,0.0,0.0,16.7,13.1,150.0,125.0,8.2,1.8
3,2022-10-23,32-232,ATL,W (+17),@,Mason Plumlee  ,CHO,1.0,26.416666666666668,2.0,4.0,0.0,0.0,4.0,9.0,1.0,7.0,8.0,6.0,0.0,1.0,2.0,2.0,8.0,-7.0,0.503,0.5,4.2,23.6,15.0,25.1,0.0,3.0,20.1,15.6,110.0,107.0,8.9,1.4
4,2022-10-26,32-235,NYK,L (-3),@,Mason Plumlee  ,CHO,1.0,31.166666666666668,2.0,3.0,0.0,0.0,4.0,6.0,2.0,5.0,7.0,4.0,1.0,1.0,2.0,5.0,8.0,-15.0,0.709,0.667,7.9,18.9,13.5,14.9,1.5,2.5,26.2,10.2,129.0,119.0,9.3,-1.6
5,2022-10-28,32-237,ORL,L (-20),@,Mason Plumlee  ,CHO,1.0,20.533333333333335,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,2.0,3.0,2.0,-19.0,0.5,0.5,4.4,16.7,9.8,30.5,0.0,0.0,50.0,8.5,89.0,115.0,2.2,-6.3
6,2022-10-29,32-238,GSW,W (+7),,Mason Plumlee  ,CHO,1.0,23.216666666666665,2.0,4.0,0.0,0.0,2.0,6.0,4.0,5.0,9.0,7.0,1.0,0.0,2.0,4.0,6.0,6.0,0.452,0.5,16.9,22.8,19.8,41.6,2.2,0.0,23.1,15.7,110.0,102.0,9.0,5.5
7,2022-10-31,32-240,SAC,L (-7),,Mason Plumlee  ,CHO,1.0,28.166666666666668,5.0,6.0,0.0,0.0,2.0,5.0,2.0,8.0,10.0,2.0,0.0,1.0,2.0,4.0,12.0,-4.0,0.732,0.833,9.0,32.5,21.3,9.9,0.0,4.2,19.6,15.8,122.0,112.0,10.9,-2.8
8,2022-11-02,32-242,CHI,L (-18),@,Mason Plumlee  ,CHO,1.0,25.316666666666666,4.0,8.0,0.0,0.0,3.0,4.0,4.0,9.0,13.0,3.0,0.0,2.0,2.0,3.0,11.0,1.0,0.564,0.5,14.3,37.9,25.2,20.0,0.0,6.7,17.0,19.4,111.0,103.0,12.4,1.7
9,2022-11-04,32-244,MEM,L (-31),@,Mason Plumlee  ,CHO,1.0,21.733333333333334,3.0,5.0,0.0,0.0,1.0,2.0,2.0,5.0,7.0,3.0,1.0,0.0,1.0,1.0,7.0,-31.0,0.595,0.6,8.2,23.5,15.3,25.1,2.1,0.0,14.5,12.9,119.0,122.0,8.9,0.0
10,2022-11-05,32-245,BRK,L (-4),,Mason Plumlee  ,CHO,1.0,30.05,4.0,8.0,0.0,0.0,1.0,1.0,3.0,8.0,11.0,3.0,1.0,0.0,2.0,5.0,9.0,-13.0,0.533,0.5,10.6,27.8,19.3,18.7,1.7,0.0,19.2,15.0,107.0,101.0,8.6,-2.2
11,2022-11-07,32-247,WAS,L (-8),,Mason Plumlee  ,CHO,1.0,22.316666666666666,1.0,5.0,0.0,0.0,4.0,6.0,7.0,3.0,10.0,5.0,2.0,0.0,2.0,4.0,6.0,-6.0,0.393,0.2,27.9,17.0,23.4,27.0,4.5,0.0,20.7,17.6,106.0,107.0,9.8,1.6
12,2022-11-09,32-249,POR,L (-10),,Mason Plumlee  ,CHO,1.0,32.2,7.0,10.0,0.0,0.0,2.0,5.0,5.0,7.0,12.0,4.0,0.0,1.0,1.0,2.0,16.0,-1.0,0.656,0.7,13.1,34.8,20.6,25.3,0.0,3.6,7.6,17.5,137.0,116.0,17.9,6.8
13,2022-11-10,32-250,MIA,L (-5),@,Mason Plumlee  ,CHO,1.0,38.833333333333336,4.0,4.0,0.0,0.0,5.0,7.0,2.0,13.0,15.0,5.0,0.0,0.0,3.0,4.0,13.0,4.0,0.918,1.0,7.2,35.5,23.3,18.2,0.0,0.0,29.8,11.8,143.0,109.0,15.2,5.0
14,2022-11-12,32-252,MIA,L (-17),@,Mason Plumlee  ,CHO,1.0,26.7,4.0,6.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,5.0,0.0,0.0,3.0,2.0,9.0,-16.0,0.699,0.667,4.4,17.1,10.8,23.2,0.0,0.0,31.8,15.6,112.0,130.0,8.0,-1.8
15,2022-11-14,32-254,ORL,W (+7),@,Mason Plumlee  ,CHO,1.0,31.466666666666665,8.0,9.0,0.0,0.0,2.0,2.0,4.0,6.0,10.0,2.0,3.0,1.0,2.0,5.0,18.0,10.0,0.911,0.889,15.3,20.3,17.9,10.2,5.0,2.9,16.8,16.4,156.0,104.0,20.6,8.6
16,2022-11-16,32-256,IND,L (-12),,Mason Plumlee  ,CHO,1.0,29.216666666666665,5.0,7.0,0.0,0.0,2.0,2.0,2.0,8.0,10.0,3.0,0.0,2.0,3.0,3.0,12.0,-22.0,0.761,0.714,8.0,35.5,21.1,14.2,0.0,6.1,27.6,15.0,120.0,123.0,12.2,0.2
17,2022-11-18,32-258,CLE,L (-10),@,Mason Plumlee  ,CHO,1.0,28.183333333333334,0.0,4.0,0.0,0.0,2.0,4.0,2.0,4.0,6.0,4.0,1.0,1.0,2.0,6.0,2.0,-8.0,0.174,0.0,6.9,19.1,12.0,18.7,1.8,3.2,25.8,11.9,66.0,113.0,1.1,-8.9
18,2022-11-20,32-260,WAS,L (-4),@,Mason Plumlee  ,CHO,1.0,30.566666666666666,2.0,8.0,0.0,0.0,5.0,8.0,4.0,4.0,8.0,4.0,0.0,1.0,2.0,4.0,9.0,1.0,0.391,0.25,12.6,12.6,12.6,17.5,0.0,2.7,14.8,17.2,95.0,106.0,6.9,-3.2
19,2022-11-23,32-263,PHI,W (+6),,Mason Plumlee  ,CHO,1.0,26.483333333333334,4.0,6.0,0.0,0.0,3.0,6.0,1.0,12.0,13.0,6.0,1.0,0.0,2.0,1.0,11.0,-5.0,0.637,0.667,3.8,53.0,26.5,29.6,1.8,0.0,18.8,16.6,120.0,91.0,14.3,10.1
20,2022-11-25,32-265,MIN,W (+2),,Mason Plumlee  ,CHO,1.0,28.333333333333332,1.0,4.0,0.0,0.0,1.0,4.0,6.0,6.0,12.0,5.0,1.0,0.0,3.0,2.0,3.0,2.0,0.26,0.25,20.7,19.9,20.3,22.1,1.6,0.0,34.2,12.4,85.0,102.0,6.1,-3.5
1,2022-10-19,27-004,CHO,L (-27),,Jakob Poeltl  ,SAS,1.0,26.983333333333334,7.0,13.0,0.0,0.0,0.0,0.0,4.0,5.0,9.0,2.0,0.0,0.0,3.0,2.0,14.0,-10.0,0.538,0.538,14.0,20.2,16.9,12.9,0.0,0.0,18.8,23.1,98.0,128.0,9.6,-6.8
2,2022-10-21,27-006,IND,W (+3),@,Jakob Poeltl  ,SAS,1.0,28.6,4.0,6.0,0.0,0.0,13.0,21.0,2.0,6.0,8.0,5.0,1.0,1.0,2.0,1.0,21.0,12.0,0.689,0.667,9.6,22.9,17.0,22.5,1.5,2.4,11.6,24.7,141.0,120.0,21.2,4.0
3,2022-10-22,27-007,PHI,W (+9),@,Jakob Poeltl  ,SAS,1.0,27.033333333333335,6.0,9.0,0.0,0.0,1.0,2.0,7.0,5.0,12.0,3.0,0.0,1.0,1.0,5.0,13.0,0.0,0.658,0.667,31.1,20.6,25.7,16.5,0.0,3.4,9.2,17.6,149.0,112.0,14.9,2.7
4,2022-10-24,27-009,MIN,W (+9),@,Jakob Poeltl  ,SAS,1.0,30.5,7.0,12.0,0.0,0.0,0.0,0.0,8.0,6.0,14.0,4.0,1.0,0.0,2.0,1.0,14.0,0.0,0.583,0.583,23.3,20.5,22.0,17.0,1.5,0.0,14.3,17.8,124.0,103.0,17.2,2.3
