Name,Week,FPoints
Aaron Gordon 2021-22 Advanced Game Log ,1.0,63
Aaron Gordon 2021-22 Advanced Game Log ,2.0,50
Aaron Gordon 2021-22 Advanced Game Log ,3.0,64
Aaron Gordon 2021-22 Advanced Game Log ,4.0,88
Aaron Gordon 2021-22 Advanced Game Log ,5.0,41
Aaron Gordon 2021-22 Advanced Game Log ,6.0,52
Aaron Gordon 2021-22 Advanced Game Log ,7.0,75
Aaron Gordon 2021-22 Advanced Game Log ,8.0,39
Aaron Gordon 2021-22 Advanced Game Log ,9.0,11
Aaron Gordon 2021-22 Advanced Game Log ,10.0,15
Aaron Gordon 2021-22 Advanced Game Log ,11.0,51
Aaron Gordon 2021-22 Advanced Game Log ,12.0,95
Aaron Gordon 2021-22 Advanced Game Log ,13.0,70
Aaron Gordon 2021-22 Advanced Game Log ,14.0,73
Aaron Gordon 2021-22 Advanced Game Log ,15.0,32
Aaron Gordon 2021-22 Advanced Game Log ,16.0,65
Aaron Gordon 2021-22 Advanced Game Log ,17.0,36
Aaron Gordon 2021-22 Advanced Game Log ,18.0,57
Aaron Gordon 2021-22 Advanced Game Log ,19.0,41
Aaron Gordon 2021-22 Advanced Game Log ,20.0,39
Aaron Gordon 2021-22 Advanced Game Log ,21.0,52
Aaron Gordon 2021-22 Advanced Game Log ,22.0,65
Aaron Gordon 2021-22 Advanced Game Log ,23.0,111
Aaron Gordon 2021-22 Advanced Game Log ,24.0,52
Aaron Henry 2021-22 Advanced Game Log ,9.0,0
Aaron Henry 2021-22 Advanced Game Log ,11.0,1
Aaron Henry 2021-22 Advanced Game Log ,12.0,-1
Aaron Holiday 2021-22 Advanced Game Log ,1.0,37
Aaron Holiday 2021-22 Advanced Game Log ,2.0,25
Aaron Holiday 2021-22 Advanced Game Log ,3.0,20
Aaron Holiday 2021-22 Advanced Game Log ,4.0,15
Aaron Holiday 2021-22 Advanced Game Log ,5.0,19
Aaron Holiday 2021-22 Advanced Game Log ,6.0,23
Aaron Holiday 2021-22 Advanced Game Log ,7.0,21
Aaron Holiday 2021-22 Advanced Game Log ,8.0,37
Aaron Holiday 2021-22 Advanced Game Log ,9.0,29
Aaron Holiday 2021-22 Advanced Game Log ,11.0,5
Aaron Holiday 2021-22 Advanced Game Log ,12.0,18
Aaron Holiday 2021-22 Advanced Game Log ,13.0,2
Aaron Holiday 2021-22 Advanced Game Log ,14.0,4
Aaron Holiday 2021-22 Advanced Game Log ,15.0,14
Aaron Holiday 2021-22 Advanced Game Log ,16.0,28
Aaron Holiday 2021-22 Advanced Game Log ,17.0,22
Aaron Holiday 2021-22 Advanced Game Log ,18.0,21
Aaron Holiday 2021-22 Advanced Game Log ,19.0,36
Aaron Holiday 2021-22 Advanced Game Log ,20.0,50
Aaron Holiday 2021-22 Advanced Game Log ,21.0,42
Aaron Holiday 2021-22 Advanced Game Log ,22.0,4
Aaron Holiday 2021-22 Advanced Game Log ,23.0,-1
Aaron Holiday 2021-22 Advanced Game Log ,24.0,25
Aaron Nesmith 2021-22 Advanced Game Log ,2.0,19
Aaron Nesmith 2021-22 Advanced Game Log ,3.0,9
Aaron Nesmith 2021-22 Advanced Game Log ,4.0,5
Aaron Nesmith 2021-22 Advanced Game Log ,5.0,11
Aaron Nesmith 2021-22 Advanced Game Log ,6.0,20
Aaron Nesmith 2021-22 Advanced Game Log ,7.0,9
Aaron Nesmith 2021-22 Advanced Game Log ,8.0,10
Aaron Nesmith 2021-22 Advanced Game Log ,9.0,7
Aaron Nesmith 2021-22 Advanced Game Log ,11.0,0
Aaron Nesmith 2021-22 Advanced Game Log ,12.0,15
Aaron Nesmith 2021-22 Advanced Game Log ,13.0,7
Aaron Nesmith 2021-22 Advanced Game Log ,14.0,9
Aaron Nesmith 2021-22 Advanced Game Log ,15.0,2
Aaron Nesmith 2021-22 Advanced Game Log ,16.0,1
Aaron Nesmith 2021-22 Advanced Game Log ,17.0,28
Aaron Nesmith 2021-22 Advanced Game Log ,18.0,8
Aaron Nesmith 2021-22 Advanced Game Log ,19.0,4
Aaron Nesmith 2021-22 Advanced Game Log ,22.0,11
Aaron Nesmith 2021-22 Advanced Game Log ,23.0,36
Aaron Nesmith 2021-22 Advanced Game Log ,24.0,9
Aaron Wiggins 2021-22 Advanced Game Log ,4.0,13
Aaron Wiggins 2021-22 Advanced Game Log ,5.0,7
Aaron Wiggins 2021-22 Advanced Game Log ,6.0,10
Aaron Wiggins 2021-22 Advanced Game Log ,8.0,14
Aaron Wiggins 2021-22 Advanced Game Log ,9.0,35
Aaron Wiggins 2021-22 Advanced Game Log ,10.0,70
Aaron Wiggins 2021-22 Advanced Game Log ,11.0,40
Aaron Wiggins 2021-22 Advanced Game Log ,12.0,14
Aaron Wiggins 2021-22 Advanced Game Log ,13.0,52
Aaron Wiggins 2021-22 Advanced Game Log ,14.0,5
Aaron Wiggins 2021-22 Advanced Game Log ,15.0,25
Aaron Wiggins 2021-22 Advanced Game Log ,16.0,4
Aaron Wiggins 2021-22 Advanced Game Log ,17.0,10
Aaron Wiggins 2021-22 Advanced Game Log ,18.0,19
Aaron Wiggins 2021-22 Advanced Game Log ,19.0,17
Aaron Wiggins 2021-22 Advanced Game Log ,20.0,42
Aaron Wiggins 2021-22 Advanced Game Log ,21.0,13
Aaron Wiggins 2021-22 Advanced Game Log ,22.0,25
Aaron Wiggins 2021-22 Advanced Game Log ,23.0,61
Abdel Nader 2021-22 Advanced Game Log ,1.0,0
Abdel Nader 2021-22 Advanced Game Log ,2.0,0
Abdel Nader 2021-22 Advanced Game Log ,3.0,108
Abdel Nader 2021-22 Advanced Game Log ,4.0,-6
Admiral Schofield 2021-22 Advanced Game Log ,9.0,38
Admiral Schofield 2021-22 Advanced Game Log ,10.0,12
Admiral Schofield 2021-22 Advanced Game Log ,11.0,6
Admiral Schofield 2021-22 Advanced Game Log ,12.0,16
Admiral Schofield 2021-22 Advanced Game Log ,13.0,13
Admiral Schofield 2021-22 Advanced Game Log ,14.0,0
Admiral Schofield 2021-22 Advanced Game Log ,15.0,8
Admiral Schofield 2021-22 Advanced Game Log ,16.0,1
Admiral Schofield 2021-22 Advanced Game Log ,17.0,16
Admiral Schofield 2021-22 Advanced Game Log ,18.0,0
Admiral Schofield 2021-22 Advanced Game Log ,19.0,7
Admiral Schofield 2021-22 Advanced Game Log ,21.0,17
Admiral Schofield 2021-22 Advanced Game Log ,22.0,10
Admiral Schofield 2021-22 Advanced Game Log ,23.0,26
Admiral Schofield 2021-22 Advanced Game Log ,24.0,18
Al Horford 2021-22 Advanced Game Log ,1.0,59
Al Horford 2021-22 Advanced Game Log ,2.0,96
Al Horford 2021-22 Advanced Game Log ,3.0,27
Al Horford 2021-22 Advanced Game Log ,4.0,99
Al Horford 2021-22 Advanced Game Log ,5.0,76
Al Horford 2021-22 Advanced Game Log ,6.0,55
Al Horford 2021-22 Advanced Game Log ,7.0,45
Al Horford 2021-22 Advanced Game Log ,8.0,17
Al Horford 2021-22 Advanced Game Log ,10.0,80
Al Horford 2021-22 Advanced Game Log ,11.0,28
Al Horford 2021-22 Advanced Game Log ,12.0,49
Al Horford 2021-22 Advanced Game Log ,13.0,75
Al Horford 2021-22 Advanced Game Log ,14.0,25
Al Horford 2021-22 Advanced Game Log ,15.0,83
Al Horford 2021-22 Advanced Game Log ,16.0,57
Al Horford 2021-22 Advanced Game Log ,17.0,48
Al Horford 2021-22 Advanced Game Log ,18.0,43
Al Horford 2021-22 Advanced Game Log ,19.0,84
Al Horford 2021-22 Advanced Game Log ,20.0,66
Al Horford 2021-22 Advanced Game Log ,21.0,32
Al Horford 2021-22 Advanced Game Log ,22.0,40
Al Horford 2021-22 Advanced Game Log ,23.0,86
Al Horford 2021-22 Advanced Game Log ,24.0,59
Alec Burks 2021-22 Advanced Game Log ,1.0,27
Alec Burks 2021-22 Advanced Game Log ,2.0,36
Alec Burks 2021-22 Advanced Game Log ,3.0,51
Alec Burks 2021-22 Advanced Game Log ,4.0,70
Alec Burks 2021-22 Advanced Game Log ,5.0,57
Alec Burks 2021-22 Advanced Game Log ,6.0,59
Alec Burks 2021-22 Advanced Game Log ,7.0,34
Alec Burks 2021-22 Advanced Game Log ,8.0,46
Alec Burks 2021-22 Advanced Game Log ,9.0,41
Alec Burks 2021-22 Advanced Game Log ,10.0,76
Alec Burks 2021-22 Advanced Game Log ,11.0,36
Alec Burks 2021-22 Advanced Game Log ,12.0,74
Alec Burks 2021-22 Advanced Game Log ,13.0,35
Alec Burks 2021-22 Advanced Game Log ,14.0,17
Alec Burks 2021-22 Advanced Game Log ,15.0,49
Alec Burks 2021-22 Advanced Game Log ,16.0,56
Alec Burks 2021-22 Advanced Game Log ,17.0,22
Alec Burks 2021-22 Advanced Game Log ,18.0,27
Alec Burks 2021-22 Advanced Game Log ,19.0,66
Alec Burks 2021-22 Advanced Game Log ,20.0,73
Alec Burks 2021-22 Advanced Game Log ,21.0,43
Alec Burks 2021-22 Advanced Game Log ,22.0,92
Alec Burks 2021-22 Advanced Game Log ,23.0,103
Alec Burks 2021-22 Advanced Game Log ,24.0,51
Aleksej Pokusevski 2021-22 Advanced Game Log ,1.0,21
Aleksej Pokusevski 2021-22 Advanced Game Log ,2.0,20
Aleksej Pokusevski 2021-22 Advanced Game Log ,3.0,16
Aleksej Pokusevski 2021-22 Advanced Game Log ,4.0,22
Aleksej Pokusevski 2021-22 Advanced Game Log ,5.0,25
Aleksej Pokusevski 2021-22 Advanced Game Log ,6.0,12
Aleksej Pokusevski 2021-22 Advanced Game Log ,7.0,32
Aleksej Pokusevski 2021-22 Advanced Game Log ,8.0,12
Aleksej Pokusevski 2021-22 Advanced Game Log ,9.0,9
Aleksej Pokusevski 2021-22 Advanced Game Log ,10.0,22
Aleksej Pokusevski 2021-22 Advanced Game Log ,11.0,21
Aleksej Pokusevski 2021-22 Advanced Game Log ,15.0,21
Aleksej Pokusevski 2021-22 Advanced Game Log ,16.0,58
Aleksej Pokusevski 2021-22 Advanced Game Log ,17.0,26
Aleksej Pokusevski 2021-22 Advanced Game Log ,18.0,27
Aleksej Pokusevski 2021-22 Advanced Game Log ,19.0,78
Aleksej Pokusevski 2021-22 Advanced Game Log ,20.0,44
Aleksej Pokusevski 2021-22 Advanced Game Log ,21.0,66
Aleksej Pokusevski 2021-22 Advanced Game Log ,22.0,62
Aleksej Pokusevski 2021-22 Advanced Game Log ,23.0,89
Alex Caruso 2021-22 Advanced Game Log ,1.0,33
Alex Caruso 2021-22 Advanced Game Log ,2.0,40
Alex Caruso 2021-22 Advanced Game Log ,3.0,59
Alex Caruso 2021-22 Advanced Game Log ,4.0,60
Alex Caruso 2021-22 Advanced Game Log ,5.0,67
Alex Caruso 2021-22 Advanced Game Log ,6.0,39
Alex Caruso 2021-22 Advanced Game Log ,7.0,10
Alex Caruso 2021-22 Advanced Game Log ,8.0,22
Alex Caruso 2021-22 Advanced Game Log ,9.0,3
Alex Caruso 2021-22 Advanced Game Log ,13.0,21
Alex Caruso 2021-22 Advanced Game Log ,20.0,17
Alex Caruso 2021-22 Advanced Game Log ,21.0,13
Alex Caruso 2021-22 Advanced Game Log ,22.0,56
Alex Caruso 2021-22 Advanced Game Log ,23.0,37
Alex Caruso 2021-22 Advanced Game Log ,24.0,5
Alex Len 2021-22 Advanced Game Log ,1.0,19
Alex Len 2021-22 Advanced Game Log ,2.0,41
Alex Len 2021-22 Advanced Game Log ,3.0,15
Alex Len 2021-22 Advanced Game Log ,4.0,11
Alex Len 2021-22 Advanced Game Log ,5.0,30
Alex Len 2021-22 Advanced Game Log ,6.0,10
Alex Len 2021-22 Advanced Game Log ,7.0,29
Alex Len 2021-22 Advanced Game Log ,8.0,24
Alex Len 2021-22 Advanced Game Log ,10.0,7
Alex Len 2021-22 Advanced Game Log ,11.0,80
Alex Len 2021-22 Advanced Game Log ,12.0,26
Alex Len 2021-22 Advanced Game Log ,14.0,5
Alex Len 2021-22 Advanced Game Log ,15.0,7
Alex Len 2021-22 Advanced Game Log ,16.0,5
Alex Len 2021-22 Advanced Game Log ,18.0,1
Alex Len 2021-22 Advanced Game Log ,20.0,3
Alex Len 2021-22 Advanced Game Log ,22.0,23
Alex Len 2021-22 Advanced Game Log ,23.0,2
Alfonzo McKinnie 2021-22 Advanced Game Log ,8.0,0
Alfonzo McKinnie 2021-22 Advanced Game Log ,9.0,23
Alfonzo McKinnie 2021-22 Advanced Game Log ,11.0,2
Alfonzo McKinnie 2021-22 Advanced Game Log ,12.0,21
Alfonzo McKinnie 2021-22 Advanced Game Log ,13.0,5
Alfonzo McKinnie 2021-22 Advanced Game Log ,14.0,4
Alfonzo McKinnie 2021-22 Advanced Game Log ,15.0,0
Alfonzo McKinnie 2021-22 Advanced Game Log ,16.0,1
Alperen Sengun 2021-22 Advanced Game Log ,1.0,33
Alperen Sengun 2021-22 Advanced Game Log ,2.0,44
Alperen Sengun 2021-22 Advanced Game Log ,3.0,39
Alperen Sengun 2021-22 Advanced Game Log ,4.0,23
Alperen Sengun 2021-22 Advanced Game Log ,5.0,44
Alperen Sengun 2021-22 Advanced Game Log ,6.0,54
Alperen Sengun 2021-22 Advanced Game Log ,7.0,46
Alperen Sengun 2021-22 Advanced Game Log ,8.0,61
Alperen Sengun 2021-22 Advanced Game Log ,9.0,41
Alperen Sengun 2021-22 Advanced Game Log ,10.0,24
Alperen Sengun 2021-22 Advanced Game Log ,12.0,14
Alperen Sengun 2021-22 Advanced Game Log ,13.0,12
Alperen Sengun 2021-22 Advanced Game Log ,14.0,17
Alperen Sengun 2021-22 Advanced Game Log ,15.0,46
Alperen Sengun 2021-22 Advanced Game Log ,16.0,16
Alperen Sengun 2021-22 Advanced Game Log ,17.0,56
Alperen Sengun 2021-22 Advanced Game Log ,18.0,24
Alperen Sengun 2021-22 Advanced Game Log ,19.0,51
Alperen Sengun 2021-22 Advanced Game Log ,20.0,65
Alperen Sengun 2021-22 Advanced Game Log ,21.0,44
Alperen Sengun 2021-22 Advanced Game Log ,22.0,79
Alperen Sengun 2021-22 Advanced Game Log ,23.0,47
Alperen Sengun 2021-22 Advanced Game Log ,24.0,62
Amir Coffey 2021-22 Advanced Game Log ,1.0,13
Amir Coffey 2021-22 Advanced Game Log ,2.0,-2
Amir Coffey 2021-22 Advanced Game Log ,3.0,3
Amir Coffey 2021-22 Advanced Game Log ,4.0,31
Amir Coffey 2021-22 Advanced Game Log ,5.0,12
Amir Coffey 2021-22 Advanced Game Log ,6.0,12
Amir Coffey 2021-22 Advanced Game Log ,8.0,0
Amir Coffey 2021-22 Advanced Game Log ,9.0,33
Amir Coffey 2021-22 Advanced Game Log ,10.0,68
Amir Coffey 2021-22 Advanced Game Log ,11.0,59
Amir Coffey 2021-22 Advanced Game Log ,12.0,68
Amir Coffey 2021-22 Advanced Game Log ,13.0,54
Amir Coffey 2021-22 Advanced Game Log ,14.0,77
Amir Coffey 2021-22 Advanced Game Log ,15.0,50
Amir Coffey 2021-22 Advanced Game Log ,16.0,22
Amir Coffey 2021-22 Advanced Game Log ,17.0,25
Amir Coffey 2021-22 Advanced Game Log ,18.0,24
Amir Coffey 2021-22 Advanced Game Log ,19.0,37
Amir Coffey 2021-22 Advanced Game Log ,20.0,26
Amir Coffey 2021-22 Advanced Game Log ,21.0,27
Amir Coffey 2021-22 Advanced Game Log ,22.0,29
Amir Coffey 2021-22 Advanced Game Log ,23.0,50
Amir Coffey 2021-22 Advanced Game Log ,24.0,57
Andre Drummond 2021-22 Advanced Game Log ,1.0,27
Andre Drummond 2021-22 Advanced Game Log ,2.0,62
Andre Drummond 2021-22 Advanced Game Log ,3.0,120
Andre Drummond 2021-22 Advanced Game Log ,4.0,30
Andre Drummond 2021-22 Advanced Game Log ,5.0,38
Andre Drummond 2021-22 Advanced Game Log ,6.0,44
Andre Drummond 2021-22 Advanced Game Log ,7.0,44
Andre Drummond 2021-22 Advanced Game Log ,8.0,33
Andre Drummond 2021-22 Advanced Game Log ,10.0,22
Andre Drummond 2021-22 Advanced Game Log ,11.0,49
Andre Drummond 2021-22 Advanced Game Log ,12.0,57
Andre Drummond 2021-22 Advanced Game Log ,13.0,40
Andre Drummond 2021-22 Advanced Game Log ,14.0,31
Andre Drummond 2021-22 Advanced Game Log ,15.0,81
Andre Drummond 2021-22 Advanced Game Log ,16.0,16
Andre Drummond 2021-22 Advanced Game Log ,17.0,57
Andre Drummond 2021-22 Advanced Game Log ,18.0,49
Andre Drummond 2021-22 Advanced Game Log ,19.0,27
Andre Drummond 2021-22 Advanced Game Log ,20.0,75
Andre Drummond 2021-22 Advanced Game Log ,21.0,64
Andre Drummond 2021-22 Advanced Game Log ,22.0,74
Andre Drummond 2021-22 Advanced Game Log ,23.0,66
Andre Drummond 2021-22 Advanced Game Log ,24.0,101
Andre Iguodala 2021-22 Advanced Game Log ,1.0,24
Andre Iguodala 2021-22 Advanced Game Log ,2.0,24
Andre Iguodala 2021-22 Advanced Game Log ,3.0,33
Andre Iguodala 2021-22 Advanced Game Log ,4.0,10
Andre Iguodala 2021-22 Advanced Game Log ,7.0,1
Andre Iguodala 2021-22 Advanced Game Log ,8.0,30
Andre Iguodala 2021-22 Advanced Game Log ,9.0,18
Andre Iguodala 2021-22 Advanced Game Log ,10.0,30
Andre Iguodala 2021-22 Advanced Game Log ,11.0,23
Andre Iguodala 2021-22 Advanced Game Log ,12.0,18
Andre Iguodala 2021-22 Advanced Game Log ,13.0,12
Andre Iguodala 2021-22 Advanced Game Log ,16.0,9
Andre Iguodala 2021-22 Advanced Game Log ,23.0,20
Andre Iguodala 2021-22 Advanced Game Log ,24.0,15
Andrew Wiggins 2021-22 Advanced Game Log ,1.0,48
Andrew Wiggins 2021-22 Advanced Game Log ,2.0,38
Andrew Wiggins 2021-22 Advanced Game Log ,3.0,91
Andrew Wiggins 2021-22 Advanced Game Log ,4.0,82
Andrew Wiggins 2021-22 Advanced Game Log ,5.0,60
Andrew Wiggins 2021-22 Advanced Game Log ,6.0,37
Andrew Wiggins 2021-22 Advanced Game Log ,7.0,73
Andrew Wiggins 2021-22 Advanced Game Log ,8.0,66
Andrew Wiggins 2021-22 Advanced Game Log ,10.0,39
Andrew Wiggins 2021-22 Advanced Game Log ,11.0,71
Andrew Wiggins 2021-22 Advanced Game Log ,12.0,66
Andrew Wiggins 2021-22 Advanced Game Log ,13.0,53
Andrew Wiggins 2021-22 Advanced Game Log ,14.0,79
Andrew Wiggins 2021-22 Advanced Game Log ,15.0,42
Andrew Wiggins 2021-22 Advanced Game Log ,16.0,70
Andrew Wiggins 2021-22 Advanced Game Log ,17.0,23
Andrew Wiggins 2021-22 Advanced Game Log ,18.0,22
Andrew Wiggins 2021-22 Advanced Game Log ,19.0,49
Andrew Wiggins 2021-22 Advanced Game Log ,20.0,61
Andrew Wiggins 2021-22 Advanced Game Log ,21.0,16
Andrew Wiggins 2021-22 Advanced Game Log ,22.0,55
Andrew Wiggins 2021-22 Advanced Game Log ,23.0,74
Andrew Wiggins 2021-22 Advanced Game Log ,24.0,24
Anfernee Simons 2021-22 Advanced Game Log ,1.0,59
Anfernee Simons 2021-22 Advanced Game Log ,2.0,59
Anfernee Simons 2021-22 Advanced Game Log ,3.0,26
Anfernee Simons 2021-22 Advanced Game Log ,4.0,26
Anfernee Simons 2021-22 Advanced Game Log ,5.0,42
Anfernee Simons 2021-22 Advanced Game Log ,6.0,38
Anfernee Simons 2021-22 Advanced Game Log ,7.0,23
Anfernee Simons 2021-22 Advanced Game Log ,8.0,35
Anfernee Simons 2021-22 Advanced Game Log ,9.0,-3
Anfernee Simons 2021-22 Advanced Game Log ,10.0,15
Anfernee Simons 2021-22 Advanced Game Log ,11.0,137
Anfernee Simons 2021-22 Advanced Game Log ,12.0,72
Anfernee Simons 2021-22 Advanced Game Log ,13.0,82
Anfernee Simons 2021-22 Advanced Game Log ,14.0,96
Anfernee Simons 2021-22 Advanced Game Log ,15.0,50
Anfernee Simons 2021-22 Advanced Game Log ,16.0,78
Anfernee Simons 2021-22 Advanced Game Log ,17.0,69
Anfernee Simons 2021-22 Advanced Game Log ,18.0,28
Anfernee Simons 2021-22 Advanced Game Log ,19.0,47
Anthony Davis 2021-22 Advanced Game Log ,1.0,122
Anthony Davis 2021-22 Advanced Game Log ,2.0,78
Anthony Davis 2021-22 Advanced Game Log ,3.0,154
Anthony Davis 2021-22 Advanced Game Log ,4.0,124
Anthony Davis 2021-22 Advanced Game Log ,5.0,79
Anthony Davis 2021-22 Advanced Game Log ,6.0,63
Anthony Davis 2021-22 Advanced Game Log ,7.0,57
Anthony Davis 2021-22 Advanced Game Log ,8.0,27
Anthony Davis 2021-22 Advanced Game Log ,14.0,80
Anthony Davis 2021-22 Advanced Game Log ,15.0,133
Anthony Davis 2021-22 Advanced Game Log ,16.0,78
Anthony Davis 2021-22 Advanced Game Log ,17.0,23
Anthony Davis 2021-22 Advanced Game Log ,23.0,68
Anthony Davis 2021-22 Advanced Game Log ,24.0,31
Anthony Edwards 2021-22 Advanced Game Log ,1.0,64
Anthony Edwards 2021-22 Advanced Game Log ,2.0,60
Anthony Edwards 2021-22 Advanced Game Log ,3.0,98
Anthony Edwards 2021-22 Advanced Game Log ,4.0,86
Anthony Edwards 2021-22 Advanced Game Log ,5.0,99
Anthony Edwards 2021-22 Advanced Game Log ,6.0,62
Anthony Edwards 2021-22 Advanced Game Log ,7.0,70
Anthony Edwards 2021-22 Advanced Game Log ,8.0,47
Anthony Edwards 2021-22 Advanced Game Log ,10.0,29
Anthony Edwards 2021-22 Advanced Game Log ,11.0,117
Anthony Edwards 2021-22 Advanced Game Log ,12.0,67
Anthony Edwards 2021-22 Advanced Game Log ,13.0,62
Anthony Edwards 2021-22 Advanced Game Log ,14.0,126
Anthony Edwards 2021-22 Advanced Game Log ,15.0,39
Anthony Edwards 2021-22 Advanced Game Log ,16.0,86
Anthony Edwards 2021-22 Advanced Game Log ,17.0,4
Anthony Edwards 2021-22 Advanced Game Log ,18.0,16
Anthony Edwards 2021-22 Advanced Game Log ,19.0,20
Anthony Edwards 2021-22 Advanced Game Log ,20.0,69
Anthony Edwards 2021-22 Advanced Game Log ,21.0,70
Anthony Edwards 2021-22 Advanced Game Log ,22.0,79
Anthony Edwards 2021-22 Advanced Game Log ,23.0,94
Anthony Edwards 2021-22 Advanced Game Log ,24.0,75
Anthony Gill 2021-22 Advanced Game Log ,4.0,5
Anthony Gill 2021-22 Advanced Game Log ,5.0,13
Anthony Gill 2021-22 Advanced Game Log ,6.0,14
Anthony Gill 2021-22 Advanced Game Log ,7.0,8
Anthony Gill 2021-22 Advanced Game Log ,8.0,4
Anthony Gill 2021-22 Advanced Game Log ,9.0,6
Anthony Gill 2021-22 Advanced Game Log ,10.0,23
Anthony Gill 2021-22 Advanced Game Log ,13.0,-1
Anthony Gill 2021-22 Advanced Game Log ,14.0,2
Anthony Gill 2021-22 Advanced Game Log ,15.0,1
Anthony Gill 2021-22 Advanced Game Log ,16.0,16
Anthony Gill 2021-22 Advanced Game Log ,17.0,30
Anthony Gill 2021-22 Advanced Game Log ,18.0,3
Anthony Gill 2021-22 Advanced Game Log ,19.0,10
Anthony Gill 2021-22 Advanced Game Log ,20.0,7
Anthony Gill 2021-22 Advanced Game Log ,21.0,3
Anthony Gill 2021-22 Advanced Game Log ,22.0,47
Anthony Gill 2021-22 Advanced Game Log ,23.0,30
Anthony Gill 2021-22 Advanced Game Log ,24.0,22
Anthony Lamb 2021-22 Advanced Game Log ,12.0,0
Armoni Brooks 2021-22 Advanced Game Log ,1.0,1
Armoni Brooks 2021-22 Advanced Game Log ,2.0,15
Armoni Brooks 2021-22 Advanced Game Log ,3.0,0
Armoni Brooks 2021-22 Advanced Game Log ,4.0,0
Armoni Brooks 2021-22 Advanced Game Log ,5.0,53
Armoni Brooks 2021-22 Advanced Game Log ,6.0,36
Armoni Brooks 2021-22 Advanced Game Log ,7.0,70
Armoni Brooks 2021-22 Advanced Game Log ,8.0,11
Armoni Brooks 2021-22 Advanced Game Log ,9.0,34
Armoni Brooks 2021-22 Advanced Game Log ,10.0,39
Armoni Brooks 2021-22 Advanced Game Log ,11.0,3
Armoni Brooks 2021-22 Advanced Game Log ,12.0,1
Armoni Brooks 2021-22 Advanced Game Log ,13.0,17
Armoni Brooks 2021-22 Advanced Game Log ,14.0,-2
Armoni Brooks 2021-22 Advanced Game Log ,15.0,0
Armoni Brooks 2021-22 Advanced Game Log ,16.0,-3
Armoni Brooks 2021-22 Advanced Game Log ,19.0,0
Armoni Brooks 2021-22 Advanced Game Log ,20.0,10
Armoni Brooks 2021-22 Advanced Game Log ,21.0,6
Armoni Brooks 2021-22 Advanced Game Log ,22.0,32
Armoni Brooks 2021-22 Advanced Game Log ,23.0,2
Armoni Brooks 2021-22 Advanced Game Log ,24.0,8
Arnoldas Kulboka 2021-22 Advanced Game Log ,24.0,-1
Austin Reaves 2021-22 Advanced Game Log ,1.0,23
Austin Reaves 2021-22 Advanced Game Log ,2.0,27
Austin Reaves 2021-22 Advanced Game Log ,3.0,8
Austin Reaves 2021-22 Advanced Game Log ,5.0,-1
Austin Reaves 2021-22 Advanced Game Log ,6.0,8
Austin Reaves 2021-22 Advanced Game Log ,7.0,25
Austin Reaves 2021-22 Advanced Game Log ,8.0,28
Austin Reaves 2021-22 Advanced Game Log ,10.0,18
Austin Reaves 2021-22 Advanced Game Log ,11.0,22
Austin Reaves 2021-22 Advanced Game Log ,12.0,26
Austin Reaves 2021-22 Advanced Game Log ,13.0,16
Austin Reaves 2021-22 Advanced Game Log ,14.0,45
Austin Reaves 2021-22 Advanced Game Log ,15.0,20
Austin Reaves 2021-22 Advanced Game Log ,16.0,37
Austin Reaves 2021-22 Advanced Game Log ,17.0,13
Austin Reaves 2021-22 Advanced Game Log ,18.0,7
Austin Reaves 2021-22 Advanced Game Log ,19.0,36
Austin Reaves 2021-22 Advanced Game Log ,20.0,68
Austin Reaves 2021-22 Advanced Game Log ,21.0,38
Austin Reaves 2021-22 Advanced Game Log ,22.0,33
Austin Reaves 2021-22 Advanced Game Log ,23.0,5
Austin Reaves 2021-22 Advanced Game Log ,24.0,116
Austin Rivers 2021-22 Advanced Game Log ,1.0,6
Austin Rivers 2021-22 Advanced Game Log ,2.0,2
Austin Rivers 2021-22 Advanced Game Log ,3.0,3
Austin Rivers 2021-22 Advanced Game Log ,4.0,43
Austin Rivers 2021-22 Advanced Game Log ,5.0,7
Austin Rivers 2021-22 Advanced Game Log ,6.0,9
Austin Rivers 2021-22 Advanced Game Log ,8.0,12
Austin Rivers 2021-22 Advanced Game Log ,9.0,45
Austin Rivers 2021-22 Advanced Game Log ,10.0,10
Austin Rivers 2021-22 Advanced Game Log ,11.0,30
Austin Rivers 2021-22 Advanced Game Log ,12.0,12
Austin Rivers 2021-22 Advanced Game Log ,13.0,10
Austin Rivers 2021-22 Advanced Game Log ,14.0,69
Austin Rivers 2021-22 Advanced Game Log ,15.0,10
Austin Rivers 2021-22 Advanced Game Log ,16.0,12
Austin Rivers 2021-22 Advanced Game Log ,17.0,15
Austin Rivers 2021-22 Advanced Game Log ,18.0,32
Austin Rivers 2021-22 Advanced Game Log ,19.0,11
Austin Rivers 2021-22 Advanced Game Log ,20.0,40
Austin Rivers 2021-22 Advanced Game Log ,21.0,42
Austin Rivers 2021-22 Advanced Game Log ,22.0,18
Austin Rivers 2021-22 Advanced Game Log ,23.0,10
Austin Rivers 2021-22 Advanced Game Log ,24.0,25
Avery Bradley 2021-22 Advanced Game Log ,1.0,28
Avery Bradley 2021-22 Advanced Game Log ,2.0,20
Avery Bradley 2021-22 Advanced Game Log ,3.0,34
Avery Bradley 2021-22 Advanced Game Log ,4.0,18
Avery Bradley 2021-22 Advanced Game Log ,5.0,32
