Name,Week,FPoints
Dylan Windler 2021-22 Advanced Game Log ,14.0,-1
Dylan Windler 2021-22 Advanced Game Log ,15.0,0
Dylan Windler 2021-22 Advanced Game Log ,16.0,1
Dylan Windler 2021-22 Advanced Game Log ,19.0,1
Dylan Windler 2021-22 Advanced Game Log ,21.0,8
Dylan Windler 2021-22 Advanced Game Log ,22.0,6
Dylan Windler 2021-22 Advanced Game Log ,23.0,16
Dylan Windler 2021-22 Advanced Game Log ,24.0,6
Ed Davis 2021-22 Advanced Game Log ,3.0,-4
Ed Davis 2021-22 Advanced Game Log ,4.0,78
Ed Davis 2021-22 Advanced Game Log ,5.0,2
Ed Davis 2021-22 Advanced Game Log ,6.0,10
Ed Davis 2021-22 Advanced Game Log ,8.0,28
Ed Davis 2021-22 Advanced Game Log ,10.0,-4
Ed Davis 2021-22 Advanced Game Log ,13.0,0
Ed Davis 2021-22 Advanced Game Log ,14.0,16
Ed Davis 2021-22 Advanced Game Log ,15.0,-4
Ed Davis 2021-22 Advanced Game Log ,16.0,8
Ed Davis 2021-22 Advanced Game Log ,19.0,14
Ed Davis 2021-22 Advanced Game Log ,20.0,24
Ed Davis 2021-22 Advanced Game Log ,21.0,4
Ed Davis 2021-22 Advanced Game Log ,22.0,2
Ed Davis 2021-22 Advanced Game Log ,23.0,10
Ed Davis 2021-22 Advanced Game Log ,24.0,0
Elfrid Payton 2021-22 Advanced Game Log ,1.0,5
Elfrid Payton 2021-22 Advanced Game Log ,2.0,23
Elfrid Payton 2021-22 Advanced Game Log ,4.0,5
Elfrid Payton 2021-22 Advanced Game Log ,6.0,5
Elfrid Payton 2021-22 Advanced Game Log ,7.0,4
Elfrid Payton 2021-22 Advanced Game Log ,8.0,9
Elfrid Payton 2021-22 Advanced Game Log ,9.0,2
Elfrid Payton 2021-22 Advanced Game Log ,10.0,16
Elfrid Payton 2021-22 Advanced Game Log ,11.0,9
Elfrid Payton 2021-22 Advanced Game Log ,12.0,3
Elfrid Payton 2021-22 Advanced Game Log ,13.0,4
Elfrid Payton 2021-22 Advanced Game Log ,14.0,13
Elfrid Payton 2021-22 Advanced Game Log ,15.0,8
Elfrid Payton 2021-22 Advanced Game Log ,16.0,42
Elfrid Payton 2021-22 Advanced Game Log ,17.0,6
Elfrid Payton 2021-22 Advanced Game Log ,18.0,1
Elfrid Payton 2021-22 Advanced Game Log ,19.0,3
Elfrid Payton 2021-22 Advanced Game Log ,20.0,5
Elfrid Payton 2021-22 Advanced Game Log ,21.0,10
Elfrid Payton 2021-22 Advanced Game Log ,22.0,0
Elfrid Payton 2021-22 Advanced Game Log ,23.0,7
Elfrid Payton 2021-22 Advanced Game Log ,24.0,0
Elijah Hughes 2021-22 Advanced Game Log ,1.0,0
Elijah Hughes 2021-22 Advanced Game Log ,2.0,-1
Elijah Hughes 2021-22 Advanced Game Log ,3.0,0
Elijah Hughes 2021-22 Advanced Game Log ,5.0,0
Elijah Hughes 2021-22 Advanced Game Log ,6.0,-1
Elijah Hughes 2021-22 Advanced Game Log ,10.0,0
Elijah Hughes 2021-22 Advanced Game Log ,11.0,39
Elijah Hughes 2021-22 Advanced Game Log ,14.0,8
Elijah Hughes 2021-22 Advanced Game Log ,15.0,6
Elijah Hughes 2021-22 Advanced Game Log ,16.0,3
Elijah Hughes 2021-22 Advanced Game Log ,17.0,3
Elijah Hughes 2021-22 Advanced Game Log ,18.0,12
Elijah Hughes 2021-22 Advanced Game Log ,19.0,-4
Elijah Hughes 2021-22 Advanced Game Log ,20.0,4
Elijah Hughes 2021-22 Advanced Game Log ,21.0,11
Elijah Hughes 2021-22 Advanced Game Log ,22.0,34
Elijah Hughes 2021-22 Advanced Game Log ,23.0,5
Elijah Hughes 2021-22 Advanced Game Log ,24.0,16
Eric Bledsoe 2021-22 Advanced Game Log ,1.0,13
Eric Bledsoe 2021-22 Advanced Game Log ,2.0,34
Eric Bledsoe 2021-22 Advanced Game Log ,3.0,90
Eric Bledsoe 2021-22 Advanced Game Log ,4.0,32
Eric Bledsoe 2021-22 Advanced Game Log ,5.0,48
Eric Bledsoe 2021-22 Advanced Game Log ,6.0,38
Eric Bledsoe 2021-22 Advanced Game Log ,7.0,28
Eric Bledsoe 2021-22 Advanced Game Log ,8.0,43
Eric Bledsoe 2021-22 Advanced Game Log ,9.0,66
Eric Bledsoe 2021-22 Advanced Game Log ,10.0,75
Eric Bledsoe 2021-22 Advanced Game Log ,11.0,20
Eric Bledsoe 2021-22 Advanced Game Log ,12.0,29
Eric Bledsoe 2021-22 Advanced Game Log ,13.0,39
Eric Bledsoe 2021-22 Advanced Game Log ,14.0,51
Eric Bledsoe 2021-22 Advanced Game Log ,15.0,26
Eric Gordon 2021-22 Advanced Game Log ,1.0,51
Eric Gordon 2021-22 Advanced Game Log ,2.0,18
Eric Gordon 2021-22 Advanced Game Log ,3.0,34
Eric Gordon 2021-22 Advanced Game Log ,4.0,28
Eric Gordon 2021-22 Advanced Game Log ,5.0,42
Eric Gordon 2021-22 Advanced Game Log ,6.0,58
Eric Gordon 2021-22 Advanced Game Log ,7.0,34
Eric Gordon 2021-22 Advanced Game Log ,8.0,57
Eric Gordon 2021-22 Advanced Game Log ,9.0,52
Eric Gordon 2021-22 Advanced Game Log ,10.0,51
Eric Gordon 2021-22 Advanced Game Log ,11.0,45
Eric Gordon 2021-22 Advanced Game Log ,12.0,79
Eric Gordon 2021-22 Advanced Game Log ,13.0,26
Eric Gordon 2021-22 Advanced Game Log ,14.0,13
Eric Gordon 2021-22 Advanced Game Log ,15.0,26
Eric Gordon 2021-22 Advanced Game Log ,17.0,26
Eric Gordon 2021-22 Advanced Game Log ,18.0,21
Eric Gordon 2021-22 Advanced Game Log ,19.0,24
Eric Gordon 2021-22 Advanced Game Log ,20.0,20
Eric Gordon 2021-22 Advanced Game Log ,22.0,27
Eric Paschall 2021-22 Advanced Game Log ,1.0,30
Eric Paschall 2021-22 Advanced Game Log ,2.0,11
Eric Paschall 2021-22 Advanced Game Log ,3.0,22
Eric Paschall 2021-22 Advanced Game Log ,4.0,11
Eric Paschall 2021-22 Advanced Game Log ,5.0,0
Eric Paschall 2021-22 Advanced Game Log ,6.0,6
Eric Paschall 2021-22 Advanced Game Log ,7.0,6
Eric Paschall 2021-22 Advanced Game Log ,8.0,1
Eric Paschall 2021-22 Advanced Game Log ,10.0,0
Eric Paschall 2021-22 Advanced Game Log ,11.0,26
Eric Paschall 2021-22 Advanced Game Log ,12.0,50
Eric Paschall 2021-22 Advanced Game Log ,13.0,9
Eric Paschall 2021-22 Advanced Game Log ,14.0,46
Eric Paschall 2021-22 Advanced Game Log ,15.0,25
Eric Paschall 2021-22 Advanced Game Log ,16.0,16
Eric Paschall 2021-22 Advanced Game Log ,17.0,20
Eric Paschall 2021-22 Advanced Game Log ,18.0,1
Eric Paschall 2021-22 Advanced Game Log ,19.0,5
Eric Paschall 2021-22 Advanced Game Log ,20.0,8
Eric Paschall 2021-22 Advanced Game Log ,21.0,20
Eric Paschall 2021-22 Advanced Game Log ,22.0,29
Eric Paschall 2021-22 Advanced Game Log ,23.0,3
Eric Paschall 2021-22 Advanced Game Log ,24.0,8
Eugene Omoruyi 2021-22 Advanced Game Log ,2.0,2
Eugene Omoruyi 2021-22 Advanced Game Log ,6.0,2
Evan Fournier 2021-22 Advanced Game Log ,1.0,52
Evan Fournier 2021-22 Advanced Game Log ,2.0,39
Evan Fournier 2021-22 Advanced Game Log ,3.0,23
Evan Fournier 2021-22 Advanced Game Log ,4.0,31
Evan Fournier 2021-22 Advanced Game Log ,5.0,56
Evan Fournier 2021-22 Advanced Game Log ,6.0,41
Evan Fournier 2021-22 Advanced Game Log ,7.0,29
Evan Fournier 2021-22 Advanced Game Log ,8.0,53
Evan Fournier 2021-22 Advanced Game Log ,9.0,40
Evan Fournier 2021-22 Advanced Game Log ,10.0,26
Evan Fournier 2021-22 Advanced Game Log ,11.0,48
Evan Fournier 2021-22 Advanced Game Log ,12.0,55
Evan Fournier 2021-22 Advanced Game Log ,13.0,59
Evan Fournier 2021-22 Advanced Game Log ,14.0,37
Evan Fournier 2021-22 Advanced Game Log ,15.0,70
Evan Fournier 2021-22 Advanced Game Log ,16.0,58
Evan Fournier 2021-22 Advanced Game Log ,17.0,54
Evan Fournier 2021-22 Advanced Game Log ,18.0,32
Evan Fournier 2021-22 Advanced Game Log ,19.0,20
Evan Fournier 2021-22 Advanced Game Log ,20.0,63
Evan Fournier 2021-22 Advanced Game Log ,21.0,58
Evan Fournier 2021-22 Advanced Game Log ,22.0,42
Evan Fournier 2021-22 Advanced Game Log ,23.0,57
Evan Fournier 2021-22 Advanced Game Log ,24.0,39
Evan Mobley 2021-22 Advanced Game Log ,1.0,68
Evan Mobley 2021-22 Advanced Game Log ,2.0,96
Evan Mobley 2021-22 Advanced Game Log ,3.0,72
Evan Mobley 2021-22 Advanced Game Log ,4.0,2
Evan Mobley 2021-22 Advanced Game Log ,5.0,22
Evan Mobley 2021-22 Advanced Game Log ,6.0,87
Evan Mobley 2021-22 Advanced Game Log ,7.0,90
Evan Mobley 2021-22 Advanced Game Log ,8.0,8
Evan Mobley 2021-22 Advanced Game Log ,10.0,99
Evan Mobley 2021-22 Advanced Game Log ,11.0,48
Evan Mobley 2021-22 Advanced Game Log ,12.0,85
Evan Mobley 2021-22 Advanced Game Log ,13.0,60
Evan Mobley 2021-22 Advanced Game Log ,14.0,60
Evan Mobley 2021-22 Advanced Game Log ,15.0,59
Evan Mobley 2021-22 Advanced Game Log ,16.0,57
Evan Mobley 2021-22 Advanced Game Log ,17.0,35
Evan Mobley 2021-22 Advanced Game Log ,18.0,42
Evan Mobley 2021-22 Advanced Game Log ,19.0,78
Evan Mobley 2021-22 Advanced Game Log ,20.0,91
Evan Mobley 2021-22 Advanced Game Log ,21.0,107
Evan Mobley 2021-22 Advanced Game Log ,22.0,46
Evan Mobley 2021-22 Advanced Game Log ,23.0,7
Evan Mobley 2021-22 Advanced Game Log ,24.0,54
Facundo Campazzo 2021-22 Advanced Game Log ,1.0,25
Facundo Campazzo 2021-22 Advanced Game Log ,2.0,19
Facundo Campazzo 2021-22 Advanced Game Log ,3.0,15
Facundo Campazzo 2021-22 Advanced Game Log ,4.0,31
Facundo Campazzo 2021-22 Advanced Game Log ,5.0,31
Facundo Campazzo 2021-22 Advanced Game Log ,6.0,37
Facundo Campazzo 2021-22 Advanced Game Log ,7.0,50
Facundo Campazzo 2021-22 Advanced Game Log ,8.0,43
Facundo Campazzo 2021-22 Advanced Game Log ,9.0,35
Facundo Campazzo 2021-22 Advanced Game Log ,10.0,59
Facundo Campazzo 2021-22 Advanced Game Log ,11.0,39
Facundo Campazzo 2021-22 Advanced Game Log ,12.0,53
Facundo Campazzo 2021-22 Advanced Game Log ,13.0,12
Facundo Campazzo 2021-22 Advanced Game Log ,14.0,12
Facundo Campazzo 2021-22 Advanced Game Log ,15.0,9
Facundo Campazzo 2021-22 Advanced Game Log ,16.0,28
Facundo Campazzo 2021-22 Advanced Game Log ,17.0,11
Facundo Campazzo 2021-22 Advanced Game Log ,18.0,11
Facundo Campazzo 2021-22 Advanced Game Log ,19.0,3
Facundo Campazzo 2021-22 Advanced Game Log ,20.0,5
Facundo Campazzo 2021-22 Advanced Game Log ,21.0,-1
Facundo Campazzo 2021-22 Advanced Game Log ,24.0,5
Frank Jackson 2021-22 Advanced Game Log ,1.0,19
Frank Jackson 2021-22 Advanced Game Log ,2.0,21
Frank Jackson 2021-22 Advanced Game Log ,3.0,21
Frank Jackson 2021-22 Advanced Game Log ,4.0,67
Frank Jackson 2021-22 Advanced Game Log ,5.0,34
Frank Jackson 2021-22 Advanced Game Log ,6.0,10
Frank Jackson 2021-22 Advanced Game Log ,7.0,51
Frank Jackson 2021-22 Advanced Game Log ,8.0,38
Frank Jackson 2021-22 Advanced Game Log ,9.0,33
Frank Jackson 2021-22 Advanced Game Log ,10.0,6
Frank Jackson 2021-22 Advanced Game Log ,14.0,37
Frank Jackson 2021-22 Advanced Game Log ,15.0,50
Frank Jackson 2021-22 Advanced Game Log ,16.0,10
Frank Jackson 2021-22 Advanced Game Log ,19.0,1
Frank Jackson 2021-22 Advanced Game Log ,22.0,4
Frank Jackson 2021-22 Advanced Game Log ,23.0,54
Frank Jackson 2021-22 Advanced Game Log ,24.0,21
Frank Kaminsky 2021-22 Advanced Game Log ,2.0,52
Frank Kaminsky 2021-22 Advanced Game Log ,3.0,73
Frank Kaminsky 2021-22 Advanced Game Log ,4.0,4
Franz Wagner 2021-22 Advanced Game Log ,1.0,64
Franz Wagner 2021-22 Advanced Game Log ,2.0,61
Franz Wagner 2021-22 Advanced Game Log ,3.0,18
Franz Wagner 2021-22 Advanced Game Log ,4.0,59
Franz Wagner 2021-22 Advanced Game Log ,5.0,50
Franz Wagner 2021-22 Advanced Game Log ,6.0,66
Franz Wagner 2021-22 Advanced Game Log ,7.0,87
Franz Wagner 2021-22 Advanced Game Log ,8.0,57
Franz Wagner 2021-22 Advanced Game Log ,9.0,43
Franz Wagner 2021-22 Advanced Game Log ,10.0,68
Franz Wagner 2021-22 Advanced Game Log ,11.0,64
Franz Wagner 2021-22 Advanced Game Log ,12.0,57
Franz Wagner 2021-22 Advanced Game Log ,13.0,64
Franz Wagner 2021-22 Advanced Game Log ,14.0,68
Franz Wagner 2021-22 Advanced Game Log ,15.0,61
Franz Wagner 2021-22 Advanced Game Log ,16.0,47
Franz Wagner 2021-22 Advanced Game Log ,17.0,46
Franz Wagner 2021-22 Advanced Game Log ,18.0,14
Franz Wagner 2021-22 Advanced Game Log ,19.0,90
Franz Wagner 2021-22 Advanced Game Log ,20.0,38
Franz Wagner 2021-22 Advanced Game Log ,21.0,55
Franz Wagner 2021-22 Advanced Game Log ,22.0,56
Franz Wagner 2021-22 Advanced Game Log ,23.0,42
Franz Wagner 2021-22 Advanced Game Log ,24.0,3
Fred VanVleet 2021-22 Advanced Game Log ,1.0,110
Fred VanVleet 2021-22 Advanced Game Log ,2.0,113
Fred VanVleet 2021-22 Advanced Game Log ,3.0,62
Fred VanVleet 2021-22 Advanced Game Log ,4.0,80
Fred VanVleet 2021-22 Advanced Game Log ,5.0,90
Fred VanVleet 2021-22 Advanced Game Log ,6.0,55
Fred VanVleet 2021-22 Advanced Game Log ,7.0,59
Fred VanVleet 2021-22 Advanced Game Log ,8.0,103
Fred VanVleet 2021-22 Advanced Game Log ,10.0,79
Fred VanVleet 2021-22 Advanced Game Log ,11.0,162
Fred VanVleet 2021-22 Advanced Game Log ,12.0,72
Fred VanVleet 2021-22 Advanced Game Log ,13.0,103
Fred VanVleet 2021-22 Advanced Game Log ,14.0,18
Fred VanVleet 2021-22 Advanced Game Log ,15.0,116
Fred VanVleet 2021-22 Advanced Game Log ,16.0,79
Fred VanVleet 2021-22 Advanced Game Log ,17.0,22
Fred VanVleet 2021-22 Advanced Game Log ,18.0,32
Fred VanVleet 2021-22 Advanced Game Log ,20.0,40
Fred VanVleet 2021-22 Advanced Game Log ,21.0,53
Fred VanVleet 2021-22 Advanced Game Log ,22.0,54
Fred VanVleet 2021-22 Advanced Game Log ,23.0,88
Fred VanVleet 2021-22 Advanced Game Log ,24.0,6
Freddie Gillespie 2021-22 Advanced Game Log ,10.0,8
Freddie Gillespie 2021-22 Advanced Game Log ,11.0,17
Furkan Korkmaz 2021-22 Advanced Game Log ,1.0,20
Furkan Korkmaz 2021-22 Advanced Game Log ,2.0,67
Furkan Korkmaz 2021-22 Advanced Game Log ,3.0,44
Furkan Korkmaz 2021-22 Advanced Game Log ,4.0,12
Furkan Korkmaz 2021-22 Advanced Game Log ,5.0,30
Furkan Korkmaz 2021-22 Advanced Game Log ,6.0,14
Furkan Korkmaz 2021-22 Advanced Game Log ,7.0,15
Furkan Korkmaz 2021-22 Advanced Game Log ,8.0,14
Furkan Korkmaz 2021-22 Advanced Game Log ,9.0,19
Furkan Korkmaz 2021-22 Advanced Game Log ,10.0,8
Furkan Korkmaz 2021-22 Advanced Game Log ,11.0,70
Furkan Korkmaz 2021-22 Advanced Game Log ,12.0,43
Furkan Korkmaz 2021-22 Advanced Game Log ,13.0,50
Furkan Korkmaz 2021-22 Advanced Game Log ,14.0,25
Furkan Korkmaz 2021-22 Advanced Game Log ,15.0,7
Furkan Korkmaz 2021-22 Advanced Game Log ,16.0,25
Furkan Korkmaz 2021-22 Advanced Game Log ,17.0,25
Furkan Korkmaz 2021-22 Advanced Game Log ,18.0,3
Furkan Korkmaz 2021-22 Advanced Game Log ,19.0,-1
Furkan Korkmaz 2021-22 Advanced Game Log ,20.0,8
Furkan Korkmaz 2021-22 Advanced Game Log ,21.0,0
Furkan Korkmaz 2021-22 Advanced Game Log ,22.0,33
Furkan Korkmaz 2021-22 Advanced Game Log ,23.0,0
Furkan Korkmaz 2021-22 Advanced Game Log ,24.0,8
Gabe Vincent 2021-22 Advanced Game Log ,1.0,0
Gabe Vincent 2021-22 Advanced Game Log ,2.0,5
Gabe Vincent 2021-22 Advanced Game Log ,3.0,12
Gabe Vincent 2021-22 Advanced Game Log ,4.0,39
Gabe Vincent 2021-22 Advanced Game Log ,5.0,46
Gabe Vincent 2021-22 Advanced Game Log ,6.0,52
Gabe Vincent 2021-22 Advanced Game Log ,7.0,32
Gabe Vincent 2021-22 Advanced Game Log ,8.0,70
Gabe Vincent 2021-22 Advanced Game Log ,9.0,51
Gabe Vincent 2021-22 Advanced Game Log ,10.0,16
Gabe Vincent 2021-22 Advanced Game Log ,12.0,17
Gabe Vincent 2021-22 Advanced Game Log ,13.0,59
Gabe Vincent 2021-22 Advanced Game Log ,14.0,57
Gabe Vincent 2021-22 Advanced Game Log ,15.0,38
Gabe Vincent 2021-22 Advanced Game Log ,16.0,52
Gabe Vincent 2021-22 Advanced Game Log ,17.0,9
Gabe Vincent 2021-22 Advanced Game Log ,18.0,24
Gabe Vincent 2021-22 Advanced Game Log ,19.0,68
Gabe Vincent 2021-22 Advanced Game Log ,20.0,7
Gabe Vincent 2021-22 Advanced Game Log ,21.0,-2
Gabe Vincent 2021-22 Advanced Game Log ,23.0,22
Gabe Vincent 2021-22 Advanced Game Log ,24.0,25
Gabriel Deck 2021-22 Advanced Game Log ,1.0,11
Gabriel Deck 2021-22 Advanced Game Log ,3.0,1
Gabriel Deck 2021-22 Advanced Game Log ,5.0,0
Gabriel Deck 2021-22 Advanced Game Log ,6.0,4
Gabriel Deck 2021-22 Advanced Game Log ,10.0,9
Gabriel Lundberg 2021-22 Advanced Game Log ,24.0,22
Garrett Temple 2021-22 Advanced Game Log ,1.0,16
Garrett Temple 2021-22 Advanced Game Log ,2.0,36
Garrett Temple 2021-22 Advanced Game Log ,3.0,53
Garrett Temple 2021-22 Advanced Game Log ,4.0,13
Garrett Temple 2021-22 Advanced Game Log ,5.0,19
Garrett Temple 2021-22 Advanced Game Log ,6.0,43
Garrett Temple 2021-22 Advanced Game Log ,7.0,19
Garrett Temple 2021-22 Advanced Game Log ,8.0,12
Garrett Temple 2021-22 Advanced Game Log ,9.0,32
Garrett Temple 2021-22 Advanced Game Log ,10.0,42
Garrett Temple 2021-22 Advanced Game Log ,11.0,29
Garrett Temple 2021-22 Advanced Game Log ,12.0,10
Garrett Temple 2021-22 Advanced Game Log ,13.0,-1
Garrett Temple 2021-22 Advanced Game Log ,14.0,33
Garrett Temple 2021-22 Advanced Game Log ,15.0,3
Garrett Temple 2021-22 Advanced Game Log ,16.0,6
Garrett Temple 2021-22 Advanced Game Log ,17.0,18
Garrett Temple 2021-22 Advanced Game Log ,19.0,10
Garrett Temple 2021-22 Advanced Game Log ,24.0,5
Garrison Mathews 2021-22 Advanced Game Log ,5.0,43
Garrison Mathews 2021-22 Advanced Game Log ,6.0,78
Garrison Mathews 2021-22 Advanced Game Log ,7.0,57
Garrison Mathews 2021-22 Advanced Game Log ,8.0,48
Garrison Mathews 2021-22 Advanced Game Log ,9.0,25
Garrison Mathews 2021-22 Advanced Game Log ,11.0,62
Garrison Mathews 2021-22 Advanced Game Log ,12.0,29
Garrison Mathews 2021-22 Advanced Game Log ,13.0,44
Garrison Mathews 2021-22 Advanced Game Log ,14.0,28
Garrison Mathews 2021-22 Advanced Game Log ,15.0,56
Garrison Mathews 2021-22 Advanced Game Log ,16.0,36
Garrison Mathews 2021-22 Advanced Game Log ,17.0,19
Garrison Mathews 2021-22 Advanced Game Log ,18.0,33
Garrison Mathews 2021-22 Advanced Game Log ,19.0,37
Garrison Mathews 2021-22 Advanced Game Log ,20.0,24
Garrison Mathews 2021-22 Advanced Game Log ,21.0,19
Garrison Mathews 2021-22 Advanced Game Log ,22.0,30
Garrison Mathews 2021-22 Advanced Game Log ,23.0,40
Garrison Mathews 2021-22 Advanced Game Log ,24.0,37
Gary Clark 2021-22 Advanced Game Log ,9.0,3
Gary Clark 2021-22 Advanced Game Log ,10.0,23
Gary Clark 2021-22 Advanced Game Log ,11.0,34
Gary Clark 2021-22 Advanced Game Log ,12.0,10
Gary Clark 2021-22 Advanced Game Log ,13.0,0
Gary Clark 2021-22 Advanced Game Log ,14.0,6
Gary Clark 2021-22 Advanced Game Log ,15.0,23
Gary Clark 2021-22 Advanced Game Log ,16.0,32
Gary Clark 2021-22 Advanced Game Log ,17.0,12
Gary Clark 2021-22 Advanced Game Log ,18.0,10
Gary Clark 2021-22 Advanced Game Log ,19.0,3
Gary Clark 2021-22 Advanced Game Log ,20.0,3
Gary Clark 2021-22 Advanced Game Log ,21.0,3
Gary Clark 2021-22 Advanced Game Log ,23.0,1
Gary Clark 2021-22 Advanced Game Log ,24.0,26
Gary Harris 2021-22 Advanced Game Log ,2.0,12
Gary Harris 2021-22 Advanced Game Log ,3.0,-1
Gary Harris 2021-22 Advanced Game Log ,4.0,19
Gary Harris 2021-22 Advanced Game Log ,5.0,33
Gary Harris 2021-22 Advanced Game Log ,6.0,47
Gary Harris 2021-22 Advanced Game Log ,7.0,61
Gary Harris 2021-22 Advanced Game Log ,8.0,38
Gary Harris 2021-22 Advanced Game Log ,9.0,62
Gary Harris 2021-22 Advanced Game Log ,10.0,52
Gary Harris 2021-22 Advanced Game Log ,11.0,65
Gary Harris 2021-22 Advanced Game Log ,12.0,35
Gary Harris 2021-22 Advanced Game Log ,13.0,23
Gary Harris 2021-22 Advanced Game Log ,14.0,43
Gary Harris 2021-22 Advanced Game Log ,15.0,56
Gary Harris 2021-22 Advanced Game Log ,16.0,32
Gary Harris 2021-22 Advanced Game Log ,17.0,26
Gary Harris 2021-22 Advanced Game Log ,18.0,13
Gary Harris 2021-22 Advanced Game Log ,19.0,22
Gary Harris 2021-22 Advanced Game Log ,20.0,42
Gary Harris 2021-22 Advanced Game Log ,21.0,1
Gary Harris 2021-22 Advanced Game Log ,22.0,10
Gary Trent Jr. 2021-22 Advanced Game Log ,1.0,120
Gary Trent Jr. 2021-22 Advanced Game Log ,2.0,144
Gary Trent Jr. 2021-22 Advanced Game Log ,3.0,126
Gary Trent Jr. 2021-22 Advanced Game Log ,4.0,168
Gary Trent Jr. 2021-22 Advanced Game Log ,5.0,74
Gary Trent Jr. 2021-22 Advanced Game Log ,6.0,40
Gary Trent Jr. 2021-22 Advanced Game Log ,7.0,108
Gary Trent Jr. 2021-22 Advanced Game Log ,8.0,108
Gary Trent Jr. 2021-22 Advanced Game Log ,10.0,46
Gary Trent Jr. 2021-22 Advanced Game Log ,11.0,96
Gary Trent Jr. 2021-22 Advanced Game Log ,13.0,30
Gary Trent Jr. 2021-22 Advanced Game Log ,14.0,188
Gary Trent Jr. 2021-22 Advanced Game Log ,15.0,194
Gary Trent Jr. 2021-22 Advanced Game Log ,16.0,190
Gary Trent Jr. 2021-22 Advanced Game Log ,17.0,40
Gary Trent Jr. 2021-22 Advanced Game Log ,18.0,36
Gary Trent Jr. 2021-22 Advanced Game Log ,19.0,104
Gary Trent Jr. 2021-22 Advanced Game Log ,20.0,132
Gary Trent Jr. 2021-22 Advanced Game Log ,21.0,124
Gary Trent Jr. 2021-22 Advanced Game Log ,23.0,148
Gary Trent Jr. 2021-22 Advanced Game Log ,24.0,164
George Hill 2021-22 Advanced Game Log ,1.0,54
George Hill 2021-22 Advanced Game Log ,2.0,26
George Hill 2021-22 Advanced Game Log ,3.0,42
George Hill 2021-22 Advanced Game Log ,4.0,30
George Hill 2021-22 Advanced Game Log ,5.0,42
George Hill 2021-22 Advanced Game Log ,6.0,17
George Hill 2021-22 Advanced Game Log ,7.0,3
George Hill 2021-22 Advanced Game Log ,8.0,34
George Hill 2021-22 Advanced Game Log ,9.0,20
George Hill 2021-22 Advanced Game Log ,10.0,27
George Hill 2021-22 Advanced Game Log ,11.0,7
George Hill 2021-22 Advanced Game Log ,12.0,12
George Hill 2021-22 Advanced Game Log ,13.0,63
George Hill 2021-22 Advanced Game Log ,14.0,17
George Hill 2021-22 Advanced Game Log ,21.0,13
George Hill 2021-22 Advanced Game Log ,22.0,20
George Hill 2021-22 Advanced Game Log ,23.0,10
George Hill 2021-22 Advanced Game Log ,24.0,23
Georges Niang 2021-22 Advanced Game Log ,1.0,33
Georges Niang 2021-22 Advanced Game Log ,2.0,74
Georges Niang 2021-22 Advanced Game Log ,3.0,46
Georges Niang 2021-22 Advanced Game Log ,4.0,46
Georges Niang 2021-22 Advanced Game Log ,5.0,27
Georges Niang 2021-22 Advanced Game Log ,6.0,35
Georges Niang 2021-22 Advanced Game Log ,7.0,28
Georges Niang 2021-22 Advanced Game Log ,8.0,-1
Georges Niang 2021-22 Advanced Game Log ,9.0,10
Georges Niang 2021-22 Advanced Game Log ,10.0,36
Georges Niang 2021-22 Advanced Game Log ,11.0,28
Georges Niang 2021-22 Advanced Game Log ,12.0,29
Georges Niang 2021-22 Advanced Game Log ,13.0,37
Georges Niang 2021-22 Advanced Game Log ,14.0,31
Georges Niang 2021-22 Advanced Game Log ,15.0,41
Georges Niang 2021-22 Advanced Game Log ,16.0,23
Georges Niang 2021-22 Advanced Game Log ,17.0,33
Georges Niang 2021-22 Advanced Game Log ,18.0,5
Georges Niang 2021-22 Advanced Game Log ,19.0,41
Georges Niang 2021-22 Advanced Game Log ,20.0,52
Georges Niang 2021-22 Advanced Game Log ,21.0,41
Georges Niang 2021-22 Advanced Game Log ,22.0,38
Georges Niang 2021-22 Advanced Game Log ,23.0,37
Georges Niang 2021-22 Advanced Game Log ,24.0,19
Georgios Kalaitzakis 2021-22 Advanced Game Log ,1.0,0
Georgios Kalaitzakis 2021-22 Advanced Game Log ,2.0,-2
Georgios Kalaitzakis 2021-22 Advanced Game Log ,5.0,11
Georgios Kalaitzakis 2021-22 Advanced Game Log ,24.0,57
Giannis Antetokounmpo 2021-22 Advanced Game Log ,1.0,169
Giannis Antetokounmpo 2021-22 Advanced Game Log ,2.0,104
Giannis Antetokounmpo 2021-22 Advanced Game Log ,3.0,92
Giannis Antetokounmpo 2021-22 Advanced Game Log ,4.0,140
Giannis Antetokounmpo 2021-22 Advanced Game Log ,5.0,138
Giannis Antetokounmpo 2021-22 Advanced Game Log ,6.0,49
Giannis Antetokounmpo 2021-22 Advanced Game Log ,7.0,149
Giannis Antetokounmpo 2021-22 Advanced Game Log ,8.0,19
Giannis Antetokounmpo 2021-22 Advanced Game Log ,9.0,43
Giannis Antetokounmpo 2021-22 Advanced Game Log ,10.0,142
Giannis Antetokounmpo 2021-22 Advanced Game Log ,11.0,128
Giannis Antetokounmpo 2021-22 Advanced Game Log ,12.0,122
Giannis Antetokounmpo 2021-22 Advanced Game Log ,13.0,101
Giannis Antetokounmpo 2021-22 Advanced Game Log ,14.0,102
Giannis Antetokounmpo 2021-22 Advanced Game Log ,15.0,148
Giannis Antetokounmpo 2021-22 Advanced Game Log ,16.0,84
Giannis Antetokounmpo 2021-22 Advanced Game Log ,17.0,113
